Model,DPO3032
Firmware Version,2.16

Point Format,Y,
-8.98e-01,-0.02,2.868
-8.96e-01,-0.1,2.788
-8.94e-01,-0.02,2.808
-8.92e-01,-0.02,2.788
-8.90e-01,-0.1,2.808
-8.88e-01,-0.02,2.768
-8.86e-01,-0.02,2.768
-8.84e-01,-0.02,2.748
-8.82e-01,-0.02,2.768
-8.80e-01,-0.02,2.728
-8.78e-01,-0.02,2.708
-8.76e-01,-0.1,2.708
-8.74e-01,-0.1,2.788
-8.72e-01,-0.02,2.688
-8.70e-01,-0.02,2.648
-8.68e-01,-0.02,2.708
-8.66e-01,-0.1,2.668
-8.64e-01,-0.1,2.628
-8.62e-01,-0.1,2.608
-8.60e-01,-0.02,2.668
-8.58e-01,-0.02,2.628
-8.56e-01,-0.02,2.628
-8.54e-01,-0.02,2.568
-8.52e-01,-0.02,2.588
-8.50e-01,-0.02,2.568
-8.48e-01,-0.1,2.568
-8.46e-01,-0.02,2.568
-8.44e-01,-0.02,2.548
-8.42e-01,-0.1,2.548
-8.40e-01,-0.02,2.508
-8.38e-01,-0.02,2.528
-8.36e-01,-0.02,2.528
-8.34e-01,0.06,2.508
-8.32e-01,-0.02,2.488
-8.30e-01,0.06,2.488
-8.28e-01,-0.02,2.488
-8.26e-01,-0.02,2.468
-8.24e-01,-0.02,2.468
-8.22e-01,-0.02,2.428
-8.20e-01,-0.02,2.408
-8.18e-01,-0.02,2.408
-8.16e-01,-0.1,2.428
-8.14e-01,-0.02,2.408
-8.12e-01,-0.02,2.368
-8.10e-01,-0.02,2.368
-8.08e-01,-0.1,2.348
-8.06e-01,0.06,2.368
-8.04e-01,-0.1,2.328
-8.02e-01,-0.02,2.348
-8.00e-01,-0.02,2.328
-7.98e-01,-0.02,2.328
-7.96e-01,-0.02,2.288
-7.94e-01,0.06,2.308
-7.92e-01,0.06,2.308
-7.90e-01,0.06,2.348
-7.88e-01,0.06,2.308
-7.86e-01,-0.02,2.268
-7.84e-01,-0.02,2.288
-7.82e-01,-0.02,2.288
-7.80e-01,-0.1,2.288
-7.78e-01,-0.1,2.228
-7.76e-01,-0.02,2.228
-7.74e-01,-0.02,2.228
-7.72e-01,-0.02,2.228
-7.70e-01,-0.02,2.208
-7.68e-01,-0.18,2.228
-7.66e-01,-0.02,2.188
-7.64e-01,-0.1,2.208
-7.62e-01,-0.02,2.208
-7.60e-01,-0.02,2.208
-7.58e-01,-0.02,2.188
-7.56e-01,-0.02,2.168
-7.54e-01,-0.02,2.148
-7.52e-01,-0.1,2.168
-7.50e-01,-0.02,2.188
-7.48e-01,-0.02,2.148
-7.46e-01,-0.02,2.148
-7.44e-01,-0.02,2.168
-7.42e-01,-0.02,2.168
-7.40e-01,-0.02,2.108
-7.38e-01,-0.1,2.128
-7.36e-01,-0.02,2.128
-7.34e-01,-0.02,2.088
-7.32e-01,-0.1,2.108
-7.30e-01,0.06,2.148
-7.28e-01,-0.02,2.088
-7.26e-01,-0.02,2.128
-7.24e-01,-0.1,2.148
-7.22e-01,-0.02,2.108
-7.20e-01,-0.02,2.148
-7.18e-01,-0.02,2.148
-7.16e-01,-0.02,2.108
-7.14e-01,-0.02,2.108
-7.12e-01,-0.02,2.088
-7.10e-01,0.06,2.108
-7.08e-01,-0.02,2.088
-7.06e-01,-0.1,2.088
-7.04e-01,0.06,2.088
-7.02e-01,-0.02,2.068
-7.00e-01,-0.02,2.068
-6.98e-01,-0.02,2.088
-6.96e-01,-0.02,2.068
-6.94e-01,-0.02,2.068
-6.92e-01,-0.02,2.028
-6.90e-01,-0.1,2.088
-6.88e-01,-0.02,2.088
-6.86e-01,-0.02,2.108
-6.84e-01,-0.26,2.108
-6.82e-01,-0.1,2.068
-6.80e-01,-0.02,2.128
-6.78e-01,-0.02,2.108
-6.76e-01,-0.02,2.108
-6.74e-01,-0.02,2.128
-6.72e-01,-0.1,2.128
-6.70e-01,-0.02,2.148
-6.68e-01,0.06,2.088
-6.66e-01,-0.02,2.168
-6.64e-01,-0.02,2.148
-6.62e-01,-0.02,2.148
-6.60e-01,-0.1,2.168
-6.58e-01,-0.02,2.128
-6.56e-01,-0.02,2.168
-6.54e-01,-0.02,2.208
-6.52e-01,-0.02,2.168
-6.50e-01,-0.02,2.188
-6.48e-01,-0.02,2.188
-6.46e-01,0.14,2.168
-6.44e-01,-0.02,2.188
-6.42e-01,-0.1,2.228
-6.40e-01,-0.1,2.208
-6.38e-01,-0.02,2.228
-6.36e-01,-0.1,2.248
-6.34e-01,-0.1,2.228
-6.32e-01,-0.02,2.168
-6.30e-01,-0.02,2.268
-6.28e-01,-0.02,2.208
-6.26e-01,-0.02,2.248
-6.24e-01,-0.02,2.288
-6.22e-01,-0.02,2.288
-6.20e-01,0.06,2.268
-6.18e-01,-0.1,2.288
-6.16e-01,-0.02,2.288
-6.14e-01,-0.02,2.288
-6.12e-01,-0.1,2.348
-6.10e-01,-0.02,2.308
-6.08e-01,0.06,2.288
-6.06e-01,-0.1,2.268
-6.04e-01,0.06,2.328
-6.02e-01,-0.02,2.328
-6.00e-01,0.06,2.348
-5.98e-01,-0.02,2.348
-5.96e-01,-0.02,2.368
-5.94e-01,-0.02,2.408
-5.92e-01,-0.1,2.308
-5.90e-01,-0.02,2.388
-5.88e-01,-0.02,2.388
-5.86e-01,-0.1,2.308
-5.84e-01,-0.02,2.408
-5.82e-01,-0.02,2.388
-5.80e-01,-0.02,2.428
-5.78e-01,-0.1,2.428
-5.76e-01,-0.02,2.408
-5.74e-01,-0.02,2.428
-5.72e-01,-0.02,2.448
-5.70e-01,-0.02,2.528
-5.68e-01,-0.18,2.528
-5.66e-01,-0.02,2.508
-5.64e-01,-0.1,2.528
-5.62e-01,0.06,2.548
-5.60e-01,0.06,2.568
-5.58e-01,-0.1,2.548
-5.56e-01,-0.02,2.568
-5.54e-01,0.06,2.548
-5.52e-01,-0.02,2.548
-5.50e-01,0.06,2.588
-5.48e-01,-0.02,2.608
-5.46e-01,-0.02,2.628
-5.44e-01,-0.1,2.608
-5.42e-01,-0.02,2.648
-5.40e-01,0.06,2.628
-5.38e-01,-0.1,2.628
-5.36e-01,-0.02,2.648
-5.34e-01,-0.02,2.628
-5.32e-01,-0.02,2.668
-5.30e-01,-0.02,2.688
-5.28e-01,-0.02,2.688
-5.26e-01,-0.02,2.668
-5.24e-01,-0.1,2.688
-5.22e-01,-0.02,2.708
-5.20e-01,-0.1,2.728
-5.18e-01,-0.02,2.748
-5.16e-01,-0.02,2.728
-5.14e-01,-0.02,2.768
-5.12e-01,-0.02,2.768
-5.10e-01,-0.1,2.768
-5.08e-01,0.06,2.808
-5.06e-01,-0.02,2.808
-5.04e-01,-0.02,2.808
-5.02e-01,-0.02,2.808
-5.00e-01,-0.02,2.828
-4.98e-01,-0.02,2.848
-4.96e-01,-0.02,2.888
-4.94e-01,-0.02,2.848
-4.92e-01,-0.02,2.888
-4.90e-01,-0.1,2.908
-4.88e-01,-0.02,2.908
-4.86e-01,-0.02,2.868
-4.84e-01,0.06,2.928
-4.82e-01,-0.02,2.908
-4.80e-01,-0.02,2.928
-4.78e-01,0.06,2.908
-4.76e-01,-0.02,2.928
-4.74e-01,-0.1,2.988
-4.72e-01,-0.02,2.948
-4.70e-01,0.06,2.948
-4.68e-01,-0.1,2.968
-4.66e-01,-0.02,2.948
-4.64e-01,-0.02,2.948
-4.62e-01,-0.1,3.028
-4.60e-01,-0.02,2.988
-4.58e-01,-0.02,2.988
-4.56e-01,-0.02,3.048
-4.54e-01,-0.02,3.008
-4.52e-01,-0.02,3.068
-4.50e-01,-0.18,3.048
-4.48e-01,-0.1,3.028
-4.46e-01,0.06,3.048
-4.44e-01,-0.02,3.048
-4.42e-01,-0.02,3.068
-4.40e-01,-0.1,3.068
-4.38e-01,-0.02,3.088
-4.36e-01,-0.02,3.088
-4.34e-01,0.06,3.068
-4.32e-01,-0.1,3.088
-4.30e-01,-0.02,3.048
-4.28e-01,-0.02,3.128
-4.26e-01,-0.02,3.088
-4.24e-01,-0.02,3.108
-4.22e-01,-0.1,3.088
-4.20e-01,-0.1,3.088
-4.18e-01,4.62,3.128
-4.16e-01,4.62,3.148
-4.14e-01,4.62,3.128
-4.12e-01,4.62,3.168
-4.10e-01,4.62,3.108
-4.08e-01,4.7,3.168
-4.06e-01,4.62,3.168
-4.04e-01,4.78,3.128
-4.02e-01,4.62,3.128
-4.00e-01,4.62,3.128
-3.98e-01,4.62,3.148
-3.96e-01,4.7,3.128
-3.94e-01,4.7,3.188
-3.92e-01,4.7,3.188
-3.90e-01,4.46,3.148
-3.88e-01,4.62,3.188
-3.86e-01,4.62,3.148
-3.84e-01,4.62,3.128
-3.82e-01,4.7,3.148
-3.80e-01,4.78,3.188
-3.78e-01,4.7,3.148
-3.76e-01,4.7,3.188
-3.74e-01,4.54,3.168
-3.72e-01,4.62,3.148
-3.70e-01,0.06,3.168
-3.68e-01,-0.02,3.128
-3.66e-01,-0.02,3.188
-3.64e-01,-0.02,3.148
-3.62e-01,0.06,3.168
-3.60e-01,-0.02,3.148
-3.58e-01,-0.02,3.168
-3.56e-01,-0.1,3.148
-3.54e-01,-0.1,3.168
-3.52e-01,0.06,3.128
-3.50e-01,-0.02,3.128
-3.48e-01,-0.02,3.128
-3.46e-01,-0.02,3.088
-3.44e-01,-0.1,3.128
-3.42e-01,-0.02,3.148
-3.40e-01,-0.02,3.128
-3.38e-01,-0.02,3.128
-3.36e-01,-0.02,3.088
-3.34e-01,0.06,3.128
-3.32e-01,-0.1,3.128
-3.30e-01,0.06,3.048
-3.28e-01,-0.02,3.088
-3.26e-01,-0.02,3.108
-3.24e-01,-0.02,3.108
-3.22e-01,-0.02,3.108
-3.20e-01,-0.18,3.108
-3.18e-01,-0.02,3.068
-3.16e-01,-0.02,3.088
-3.14e-01,-0.02,3.068
-3.12e-01,0.06,3.068
-3.10e-01,-0.02,3.068
-3.08e-01,-0.1,3.048
-3.06e-01,-0.02,3.028
-3.04e-01,-0.02,3.068
-3.02e-01,-0.1,2.988
-3.00e-01,-0.02,2.968
-2.98e-01,-0.02,2.968
-2.96e-01,-0.02,2.968
-2.94e-01,-0.02,2.968
-2.92e-01,-0.02,2.948
-2.90e-01,-0.02,2.968
-2.88e-01,0.06,2.948
-2.86e-01,-0.02,2.948
-2.84e-01,-0.02,2.928
-2.82e-01,-0.1,2.908
-2.80e-01,-0.02,2.968
-2.78e-01,-0.1,2.888
-2.76e-01,-0.1,2.908
-2.74e-01,-0.02,2.928
-2.72e-01,0.06,2.908
-2.70e-01,-0.02,2.888
-2.68e-01,-0.02,2.848
-2.66e-01,-0.02,2.828
-2.64e-01,-0.02,2.868
-2.62e-01,-0.02,2.828
-2.60e-01,-0.1,2.808
-2.58e-01,-0.02,2.808
-2.56e-01,-0.02,2.748
-2.54e-01,-0.02,2.768
-2.52e-01,0.06,2.788
-2.50e-01,-0.02,2.788
-2.48e-01,-0.02,2.748
-2.46e-01,-0.1,2.728
-2.44e-01,-0.1,2.768
-2.42e-01,-0.02,2.728
-2.40e-01,-0.02,2.748
-2.38e-01,-0.02,2.708
-2.36e-01,-0.02,2.708
-2.34e-01,-0.02,2.688
-2.32e-01,-0.02,2.688
-2.30e-01,0.14,2.648
-2.28e-01,-0.02,2.648
-2.26e-01,-0.1,2.648
-2.24e-01,-0.02,2.628
-2.22e-01,-0.02,2.628
-2.20e-01,-0.02,2.608
-2.18e-01,-0.1,2.588
-2.16e-01,-0.02,2.608
-2.14e-01,-0.02,2.568
-2.12e-01,-0.02,2.548
-2.10e-01,-0.02,2.568
-2.08e-01,-0.02,2.568
-2.06e-01,0.06,2.548
-2.04e-01,-0.1,2.548
-2.02e-01,-0.02,2.528
-2.00e-01,-0.02,2.548
-1.98e-01,-0.1,2.528
-1.96e-01,-0.02,2.468
-1.94e-01,-0.02,2.508
-1.92e-01,-0.02,2.488
-1.90e-01,-0.02,2.488
-1.88e-01,-0.1,2.428
-1.86e-01,-0.02,2.428
-1.84e-01,-0.02,2.428
-1.82e-01,-0.02,2.468
-1.80e-01,-0.02,2.448
-1.78e-01,0.06,2.428
-1.76e-01,0.06,2.408
-1.74e-01,-0.02,2.368
-1.72e-01,-0.02,2.388
-1.70e-01,-0.1,2.348
-1.68e-01,0.06,2.328
-1.66e-01,-0.02,2.368
-1.64e-01,-0.02,2.328
-1.62e-01,-0.1,2.328
-1.60e-01,-0.02,2.328
-1.58e-01,-0.02,2.308
-1.56e-01,-0.02,2.328
-1.54e-01,-0.02,2.308
-1.52e-01,-0.02,2.288
-1.50e-01,-0.1,2.288
-1.48e-01,0.06,2.288
-1.46e-01,-0.1,2.268
-1.44e-01,-0.02,2.308
-1.42e-01,-0.02,2.268
-1.40e-01,-0.02,2.208
-1.38e-01,-0.1,2.228
-1.36e-01,-0.1,2.248
-1.34e-01,-0.1,2.228
-1.32e-01,-0.02,2.208
-1.30e-01,-0.02,2.248
-1.28e-01,-0.1,2.168
-1.26e-01,-0.02,2.188
-1.24e-01,-0.02,2.168
-1.22e-01,-0.02,2.188
-1.20e-01,-0.02,2.228
-1.18e-01,-0.02,2.208
-1.16e-01,-0.1,2.168
-1.14e-01,-0.02,2.148
-1.12e-01,-0.1,2.148
-1.10e-01,-0.02,2.148
-1.08e-01,-0.1,2.128
-1.06e-01,-0.02,2.128
-1.04e-01,-0.02,2.128
-1.02e-01,-0.02,2.148
-1.00e-01,0.22,2.168
-9.80e-02,-0.02,2.148
-9.60e-02,-0.02,2.108
-9.40e-02,0.14,2.108
-9.20e-02,-0.02,2.168
-9.00e-02,-0.02,2.048
-8.80e-02,-0.02,2.088
-8.60e-02,-0.02,2.128
-8.40e-02,-0.1,2.108
-8.20e-02,-0.18,2.108
-8.00e-02,-0.02,2.148
-7.80e-02,-0.1,2.108
-7.60e-02,-0.02,2.088
-7.40e-02,-0.02,2.108
-7.20e-02,-0.02,2.088
-7.00e-02,0.14,2.048
-6.80e-02,-0.02,2.088
-6.60e-02,-0.02,2.108
-6.40e-02,-0.02,2.108
-6.20e-02,-0.02,2.028
-6.00e-02,-0.02,2.108
-5.80e-02,-0.02,2.088
-5.60e-02,-0.02,2.108
-5.40e-02,-0.18,2.108
-5.20e-02,-0.1,2.128
-5.00e-02,-0.02,2.088
-4.80e-02,-0.02,2.128
-4.60e-02,-0.02,2.088
-4.40e-02,-0.18,2.128
-4.20e-02,-0.02,2.128
-4.00e-02,-0.1,2.088
-3.80e-02,-0.02,2.068
-3.60e-02,-0.02,2.128
-3.40e-02,-0.02,2.148
-3.20e-02,0.06,2.108
-3.00e-02,-0.02,2.148
-2.80e-02,-0.02,2.128
-2.60e-02,-0.02,2.148
-2.40e-02,0.06,2.168
-2.20e-02,-0.1,2.168
-2.00e-02,-0.1,2.108
-1.80e-02,-0.18,2.148
-1.60e-02,-0.02,2.168
-1.40e-02,-0.1,2.188
-1.20e-02,-0.02,2.188
-1.00e-02,-0.02,2.188
-8.00e-03,-0.02,2.188
-6.00e-03,-0.1,2.168
-4.00e-03,-0.02,2.208
-2.00e-03,-0.02,2.188
8.74e-16,-0.02,2.188
2.00e-03,-0.1,2.228
4.00e-03,0.06,2.208
6.00e-03,-0.02,2.248
8.00e-03,0.06,2.248
1.00e-02,-0.02,2.228
1.20e-02,-0.02,2.248
1.40e-02,-0.02,2.208
1.60e-02,-0.02,2.248
1.80e-02,-0.02,2.308
2.00e-02,-0.02,2.288
2.20e-02,-0.02,2.288
2.40e-02,-0.02,2.308
2.60e-02,-0.02,2.328
2.80e-02,-0.1,2.308
3.00e-02,-0.02,2.308
3.20e-02,-0.02,2.288
3.40e-02,-0.02,2.348
3.60e-02,-0.02,2.328
3.80e-02,-0.02,2.368
4.00e-02,-0.02,2.348
4.20e-02,-0.02,2.368
4.40e-02,-0.1,2.388
4.60e-02,-0.1,2.428
4.80e-02,-0.1,2.408
5.00e-02,-0.1,2.408
5.20e-02,-0.02,2.408
5.40e-02,-0.02,2.488
5.60e-02,-0.02,2.428
5.80e-02,-0.02,2.428
6.00e-02,-0.1,2.448
6.20e-02,-0.02,2.448
6.40e-02,-0.1,2.488
6.60e-02,-0.02,2.448
6.80e-02,-0.02,2.488
7.00e-02,0.06,2.548
7.20e-02,-0.02,2.488
7.40e-02,-0.18,2.528
7.60e-02,-0.1,2.528
7.80e-02,-0.02,2.548
8.00e-02,-0.02,2.508
8.20e-02,-0.02,2.568
8.40e-02,-0.02,2.548
8.60e-02,-0.02,2.548
8.80e-02,-0.1,2.608
9.00e-02,-0.02,2.588
9.20e-02,-0.1,2.628
9.40e-02,-0.02,2.608
9.60e-02,0.06,2.628
9.80e-02,-0.02,2.608
1.00e-01,0.06,2.668
1.02e-01,-0.02,2.688
1.04e-01,-0.02,2.668
1.06e-01,-0.02,2.648
1.08e-01,-0.1,2.648
1.10e-01,-0.02,2.648
1.12e-01,-0.02,2.728
1.14e-01,-0.1,2.688
1.16e-01,-0.02,2.728
1.18e-01,-0.02,2.748
1.20e-01,0.06,2.748
1.22e-01,-0.1,2.768
1.24e-01,-0.02,2.788
1.26e-01,-0.02,2.828
1.28e-01,-0.02,2.788
1.30e-01,-0.18,2.788
1.32e-01,-0.1,2.808
1.34e-01,-0.1,2.848
1.36e-01,-0.02,2.868
1.38e-01,-0.02,2.848
1.40e-01,-0.02,2.828
1.42e-01,-0.02,2.828
1.44e-01,-0.02,2.868
1.46e-01,-0.02,2.868
1.48e-01,-0.02,2.848
1.50e-01,-0.1,2.848
1.52e-01,-0.02,2.868
1.54e-01,-0.02,2.908
1.56e-01,-0.02,2.888
1.58e-01,-0.02,2.928
1.60e-01,-0.1,2.928
1.62e-01,-0.02,2.968
1.64e-01,-0.02,2.948
1.66e-01,-0.02,2.948
1.68e-01,-0.02,2.928
1.70e-01,-0.02,2.948
1.72e-01,-0.02,2.968
1.74e-01,-0.1,3.028
1.76e-01,-0.1,2.988
1.78e-01,-0.02,3.008
1.80e-01,-0.02,3.028
1.82e-01,-0.02,3.048
1.84e-01,-0.1,3.008
1.86e-01,-0.02,3.028
1.88e-01,0.06,3.008
1.90e-01,-0.02,3.068
1.92e-01,-0.02,3.048
1.94e-01,-0.02,3.048
1.96e-01,-0.02,3.088
1.98e-01,-0.02,3.068
2.00e-01,-0.02,3.048
2.02e-01,-0.02,3.088
2.04e-01,-0.02,3.108
2.06e-01,-0.02,3.088
2.08e-01,-0.1,3.108
2.10e-01,-0.18,3.128
2.12e-01,-0.02,3.088
2.14e-01,-0.02,3.128
2.16e-01,-0.02,3.128
2.18e-01,4.7,3.148
2.20e-01,4.78,3.128
2.22e-01,4.54,3.108
2.24e-01,4.78,3.088
2.26e-01,4.62,3.148
2.28e-01,4.62,3.108
2.30e-01,4.78,3.128
2.32e-01,4.78,3.128
2.34e-01,4.62,3.128
2.36e-01,4.86,3.168
2.38e-01,4.62,3.148
2.40e-01,4.78,3.148
2.42e-01,4.54,3.168
2.44e-01,4.62,3.188
2.46e-01,4.86,3.168
2.48e-01,4.62,3.168
2.50e-01,4.7,3.148
2.52e-01,4.62,3.148
2.54e-01,4.7,3.188
2.56e-01,4.78,3.148
2.58e-01,4.62,3.128
2.60e-01,4.78,3.148
2.62e-01,4.7,3.108
2.64e-01,4.7,3.188
2.66e-01,4.7,3.168
2.68e-01,-0.02,3.148
2.70e-01,0.14,3.128
2.72e-01,-0.18,3.128
2.74e-01,-0.02,3.168
2.76e-01,-0.02,3.168
2.78e-01,-0.02,3.168
2.80e-01,0.06,3.128
2.82e-01,-0.02,3.148
2.84e-01,0.06,3.148
2.86e-01,-0.02,3.148
2.88e-01,-0.1,3.148
2.90e-01,-0.02,3.128
2.92e-01,-0.02,3.128
2.94e-01,-0.02,3.128
2.96e-01,-0.1,3.108
2.98e-01,-0.02,3.108
3.00e-01,-0.1,3.088
3.02e-01,-0.18,3.108
3.04e-01,-0.02,3.088
3.06e-01,-0.02,3.108
3.08e-01,-0.02,3.068
3.10e-01,-0.02,3.108
3.12e-01,-0.02,3.068
3.14e-01,-0.02,3.088
3.16e-01,-0.02,3.088
3.18e-01,-0.02,3.008
3.20e-01,-0.02,3.068
3.22e-01,-0.02,3.048
3.24e-01,-0.02,3.068
3.26e-01,-0.02,3.028
3.28e-01,-0.1,3.028
3.30e-01,-0.02,3.048
3.32e-01,-0.02,3.048
3.34e-01,-0.1,3.048
3.36e-01,0.06,2.988
3.38e-01,-0.1,2.988
3.40e-01,-0.02,2.988
3.42e-01,-0.02,2.968
3.44e-01,-0.02,3.008
3.46e-01,0.06,2.968
3.48e-01,-0.1,2.948
3.50e-01,-0.02,2.968
3.52e-01,-0.02,2.908
3.54e-01,-0.02,2.948
3.56e-01,-0.02,2.948
3.58e-01,-0.02,2.908
3.60e-01,-0.1,2.908
3.62e-01,0.06,2.868
3.64e-01,-0.1,2.888
3.66e-01,-0.02,2.848
3.68e-01,-0.02,2.908
3.70e-01,-0.1,2.848
3.72e-01,-0.02,2.828
3.74e-01,-0.02,2.888
3.76e-01,-0.02,2.808
3.78e-01,-0.02,2.808
3.80e-01,0.06,2.808
3.82e-01,-0.02,2.808
3.84e-01,-0.1,2.788
3.86e-01,-0.1,2.788
3.88e-01,-0.02,2.748
3.90e-01,0.06,2.788
3.92e-01,-0.02,2.788
3.94e-01,-0.1,2.728
3.96e-01,-0.02,2.728
3.98e-01,-0.02,2.688
4.00e-01,-0.02,2.708
4.02e-01,-0.02,2.688
4.04e-01,-0.02,2.668
4.06e-01,-0.02,2.708
4.08e-01,-0.1,2.648
4.10e-01,-0.02,2.668
4.12e-01,-0.02,2.648
4.14e-01,-0.02,2.648
4.16e-01,-0.1,2.608
4.18e-01,0.06,2.568
4.20e-01,0.06,2.588
4.22e-01,-0.02,2.568
4.24e-01,-0.1,2.568
4.26e-01,-0.02,2.588
4.28e-01,-0.02,2.548
4.30e-01,0.06,2.568
4.32e-01,-0.02,2.548
4.34e-01,-0.02,2.548
4.36e-01,-0.02,2.508
4.38e-01,-0.02,2.488
4.40e-01,-0.1,2.508
4.42e-01,0.06,2.488
4.44e-01,-0.02,2.508
4.46e-01,-0.02,2.508
4.48e-01,-0.02,2.448
4.50e-01,0.06,2.448
4.52e-01,0.06,2.428
4.54e-01,-0.1,2.428
4.56e-01,-0.02,2.408
4.58e-01,-0.02,2.408
4.60e-01,-0.02,2.388
4.62e-01,-0.02,2.408
4.64e-01,-0.02,2.368
4.66e-01,-0.02,2.368
4.68e-01,-0.02,2.368
4.70e-01,-0.02,2.348
4.72e-01,-0.02,2.328
4.74e-01,-0.02,2.308
4.76e-01,-0.02,2.328
4.78e-01,-0.02,2.328
4.80e-01,-0.1,2.328
4.82e-01,0.14,2.268
4.84e-01,-0.1,2.328
4.86e-01,-0.02,2.288
4.88e-01,-0.02,2.288
4.90e-01,-0.1,2.288
4.92e-01,-0.02,2.288
4.94e-01,-0.02,2.248
4.96e-01,-0.02,2.248
4.98e-01,-0.02,2.228
5.00e-01,-0.02,2.228
5.02e-01,-0.02,2.228
5.04e-01,0.06,2.228
5.06e-01,-0.02,2.228
5.08e-01,-0.02,2.188
5.10e-01,-0.02,2.188
5.12e-01,-0.02,2.188
5.14e-01,-0.02,2.208
5.16e-01,-0.1,2.208
5.18e-01,-0.02,2.188
5.20e-01,-0.02,2.228
5.22e-01,-0.1,2.168
5.24e-01,-0.1,2.148
5.26e-01,-0.02,2.168
5.28e-01,-0.02,2.148
5.30e-01,-0.02,2.128
5.32e-01,-0.1,2.148
5.34e-01,-0.1,2.148
5.36e-01,-0.02,2.148
5.38e-01,-0.02,2.108
5.40e-01,-0.02,2.148
5.42e-01,-0.02,2.108
5.44e-01,-0.1,2.168
5.46e-01,-0.1,2.088
5.48e-01,-0.02,2.108
5.50e-01,-0.02,2.108
5.52e-01,-0.1,2.108
5.54e-01,0.06,2.088
5.56e-01,-0.02,2.148
5.58e-01,-0.02,2.108
5.60e-01,-0.02,2.088
5.62e-01,-0.1,2.068
5.64e-01,-0.02,2.068
5.66e-01,-0.02,2.108
5.68e-01,0.06,2.088
5.70e-01,-0.02,2.068
5.72e-01,-0.02,2.088
5.74e-01,-0.02,2.068
5.76e-01,-0.02,2.088
5.78e-01,-0.02,2.108
5.80e-01,-0.02,2.108
5.82e-01,-0.02,2.088
5.84e-01,-0.1,2.088
5.86e-01,-0.02,2.088
5.88e-01,-0.02,2.108
5.90e-01,-0.1,2.108
5.92e-01,-0.02,2.108
5.94e-01,-0.02,2.108
5.96e-01,-0.02,2.108
5.98e-01,0.06,2.108
6.00e-01,-0.02,2.108
6.02e-01,-0.02,2.128
6.04e-01,-0.02,2.148
6.06e-01,-0.02,2.108
6.08e-01,0.06,2.128
6.10e-01,-0.02,2.168
6.12e-01,-0.02,2.128
6.14e-01,-0.02,2.148
6.16e-01,-0.1,2.148
6.18e-01,-0.02,2.148
6.20e-01,-0.02,2.168
6.22e-01,-0.02,2.188
6.24e-01,-0.02,2.148
6.26e-01,-0.18,2.148
6.28e-01,-0.02,2.188
6.30e-01,-0.02,2.168
6.32e-01,-0.02,2.228
6.34e-01,-0.02,2.188
6.36e-01,0.06,2.208
6.38e-01,-0.1,2.228
6.40e-01,-0.1,2.188
6.42e-01,-0.02,2.228
6.44e-01,-0.02,2.248
6.46e-01,-0.02,2.228
6.48e-01,-0.02,2.228
6.50e-01,0.06,2.268
6.52e-01,-0.02,2.268
6.54e-01,-0.02,2.268
6.56e-01,-0.1,2.288
6.58e-01,-0.1,2.288
6.60e-01,-0.02,2.328
6.62e-01,-0.02,2.288
6.64e-01,-0.02,2.328
6.66e-01,-0.02,2.328
6.68e-01,-0.02,2.308
6.70e-01,-0.1,2.288
6.72e-01,-0.02,2.328
6.74e-01,-0.02,2.328
6.76e-01,-0.02,2.348
