Model,DPO3032
Firmware Version,2.16

Point Format,Y,
-1.256e+00,-0.02,3.588
-1.252e+00,-0.02,3.528
-1.248e+00,0.06,3.448
-1.244e+00,0.06,3.448
-1.240e+00,-0.02,3.328
-1.236e+00,0.06,3.248
-1.232e+00,-0.02,3.168
-1.228e+00,-0.02,3.108
-1.224e+00,-0.02,2.968
-1.220e+00,-0.1,2.928
-1.216e+00,-0.1,2.808
-1.212e+00,-0.1,2.748
-1.208e+00,-0.02,2.628
-1.204e+00,-0.02,2.528
-1.200e+00,-0.1,2.408
-1.196e+00,0.06,2.288
-1.192e+00,-0.1,2.188
-1.188e+00,-0.02,2.068
-1.184e+00,-0.02,2.008
-1.180e+00,0.06,1.908
-1.176e+00,-0.02,1.788
-1.172e+00,-0.02,1.688
-1.168e+00,0.06,1.588
-1.164e+00,-0.02,1.408
-1.160e+00,0.06,1.368
-1.156e+00,-0.02,1.308
-1.152e+00,-0.02,1.188
-1.148e+00,-0.02,1.048
-1.144e+00,-0.02,0.988
-1.140e+00,-0.1,0.888
-1.136e+00,-0.02,0.808
-1.132e+00,-0.02,0.708
-1.128e+00,0.06,0.648
-1.124e+00,-0.02,0.608
-1.120e+00,-0.1,0.508
-1.116e+00,-0.02,0.468
-1.112e+00,-0.02,0.368
-1.108e+00,-0.1,0.348
-1.104e+00,0.06,0.288
-1.100e+00,-0.02,0.268
-1.096e+00,-0.02,0.288
-1.092e+00,-0.02,0.248
-1.088e+00,0.06,0.208
-1.084e+00,0.06,0.168
-1.080e+00,0.06,0.208
-1.076e+00,-0.02,0.188
-1.072e+00,0.06,0.228
-1.068e+00,-0.02,0.248
-1.064e+00,0.06,0.268
-1.060e+00,-0.02,0.228
-1.056e+00,-0.1,0.308
-1.052e+00,0.14,0.348
-1.048e+00,-0.1,0.368
-1.044e+00,-0.02,0.468
-1.040e+00,-0.02,0.548
-1.036e+00,-0.02,0.568
-1.032e+00,0.06,0.668
-1.028e+00,-0.02,0.728
-1.024e+00,0.06,0.828
-1.020e+00,0.06,0.888
-1.016e+00,-0.02,0.988
-1.012e+00,-0.02,1.088
-1.008e+00,-0.02,1.208
-1.004e+00,0.14,1.288
-1.000e-00,-0.02,1.448
-9.960e-01,-0.02,1.468
-9.920e-01,-0.02,1.608
-9.880e-01,4.7,1.708
-9.840e-01,4.62,1.768
-9.800e-01,4.62,1.908
-9.760e-01,4.7,2.028
-9.720e-01,4.62,2.088
-9.680e-01,4.78,2.228
-9.640e-01,4.78,2.308
-9.600e-01,-0.02,2.408
-9.560e-01,0.06,2.528
-9.520e-01,-0.1,2.628
-9.480e-01,0.06,2.728
-9.440e-01,-0.02,2.828
-9.400e-01,-0.02,2.968
-9.360e-01,-0.02,2.968
-9.320e-01,-0.1,3.148
-9.280e-01,-0.02,3.188
-9.240e-01,-0.02,3.228
-9.200e-01,-0.02,3.368
-9.160e-01,0.06,3.428
-9.120e-01,-0.02,3.468
-9.080e-01,-0.02,3.588
-9.040e-01,0.06,3.628
-9.000e-01,-0.1,3.588
-8.960e-01,-0.02,3.648
-8.920e-01,-0.1,3.708
-8.880e-01,-0.02,3.728
-8.840e-01,-0.1,3.808
-8.800e-01,-0.02,3.788
-8.760e-01,-0.02,3.828
-8.720e-01,0.06,3.828
-8.680e-01,-0.1,3.768
-8.640e-01,-0.02,3.828
-8.600e-01,0.06,3.788
-8.560e-01,-0.02,3.768
-8.520e-01,0.06,3.748
-8.480e-01,0.06,3.708
-8.440e-01,-0.02,3.668
-8.400e-01,0.14,3.648
-8.360e-01,0.06,3.528
-8.320e-01,-0.02,3.508
-8.280e-01,-0.18,3.428
-8.240e-01,-0.02,3.368
-8.200e-01,-0.02,3.268
-8.160e-01,0.06,3.228
-8.120e-01,-0.02,3.108
-8.080e-01,-0.02,3.048
-8.040e-01,-0.02,2.928
-8.000e-01,-0.02,2.848
-7.960e-01,0.06,2.708
-7.920e-01,-0.18,2.648
-7.880e-01,-0.1,2.548
-7.840e-01,-0.02,2.448
-7.800e-01,0.06,2.328
-7.760e-01,-0.1,2.248
-7.720e-01,-0.02,2.128
-7.680e-01,-0.02,2.008
-7.640e-01,-0.02,1.928
-7.600e-01,0.06,1.828
-7.560e-01,-0.02,1.688
-7.520e-01,0.06,1.608
-7.480e-01,-0.02,1.508
-7.440e-01,0.06,1.388
-7.400e-01,-0.02,1.288
-7.360e-01,0.06,1.188
-7.320e-01,-0.02,1.088
-7.280e-01,-0.02,0.968
-7.240e-01,-0.02,0.908
-7.200e-01,-0.02,0.848
-7.160e-01,-0.1,0.728
-7.120e-01,0.14,0.668
-7.080e-01,-0.02,0.628
-7.040e-01,-0.18,0.548
-7.000e-01,0.06,0.448
-6.960e-01,-0.1,0.408
-6.920e-01,0.06,0.368
-6.880e-01,-0.02,0.328
-6.840e-01,-0.02,0.348
-6.800e-01,0.06,0.268
-6.760e-01,0.06,0.248
-6.720e-01,-0.02,0.208
-6.680e-01,0.06,0.208
-6.640e-01,-0.1,0.168
-6.600e-01,-0.02,0.208
-6.560e-01,-0.02,0.168
-6.520e-01,-0.02,0.208
-6.480e-01,-0.02,0.208
-6.440e-01,-0.02,0.308
-6.400e-01,-0.02,0.328
-6.360e-01,0.06,0.328
-6.320e-01,-0.02,0.388
-6.280e-01,0.06,0.428
-6.240e-01,-0.02,0.528
-6.200e-01,-0.1,0.568
-6.160e-01,-0.02,0.628
-6.120e-01,-0.02,0.708
-6.080e-01,-0.02,0.828
-6.040e-01,-0.02,0.888
-6.000e-01,-0.02,0.948
-5.960e-01,-0.02,1.048
-5.920e-01,-0.02,1.148
-5.880e-01,-0.18,1.248
-5.840e-01,-0.02,1.348
-5.800e-01,-0.1,1.448
-5.760e-01,0.06,1.568
-5.720e-01,0.06,1.668
-5.680e-01,4.7,1.728
-5.640e-01,4.62,1.848
-5.600e-01,4.7,1.968
-5.560e-01,4.7,2.068
-5.520e-01,4.62,2.188
-5.480e-01,4.7,2.308
-5.440e-01,-0.1,2.388
-5.400e-01,-0.02,2.508
-5.360e-01,-0.02,2.608
-5.320e-01,0.06,2.708
-5.280e-01,-0.02,2.788
-5.240e-01,0.06,2.888
-5.200e-01,0.06,2.968
-5.160e-01,-0.02,3.088
-5.120e-01,-0.02,3.168
-5.080e-01,-0.02,3.188
-5.040e-01,-0.1,3.288
-5.000e-01,0.06,3.388
-4.960e-01,-0.1,3.468
-4.920e-01,-0.02,3.548
-4.880e-01,0.06,3.548
-4.840e-01,-0.02,3.668
-4.800e-01,-0.02,3.688
-4.760e-01,-0.02,3.708
-4.720e-01,-0.02,3.748
-4.680e-01,-0.02,3.748
-4.640e-01,-0.02,3.788
-4.600e-01,-0.02,3.808
-4.560e-01,0.06,3.808
-4.520e-01,-0.02,3.808
-4.480e-01,-0.02,3.808
-4.440e-01,0.14,3.768
-4.400e-01,-0.02,3.808
-4.360e-01,-0.02,3.728
-4.320e-01,0.06,3.728
-4.280e-01,0.06,3.608
-4.240e-01,0.06,3.608
-4.200e-01,0.06,3.548
-4.160e-01,-0.02,3.508
-4.120e-01,-0.02,3.428
-4.080e-01,-0.02,3.348
-4.040e-01,-0.02,3.328
-4.000e-01,0.06,3.248
-3.960e-01,-0.1,3.168
-3.920e-01,-0.02,3.028
-3.880e-01,-0.1,2.968
-3.840e-01,0.06,2.888
-3.800e-01,0.06,2.808
-3.760e-01,-0.02,2.688
-3.720e-01,-0.02,2.548
-3.680e-01,0.06,2.488
-3.640e-01,0.06,2.408
-3.600e-01,-0.02,2.288
-3.560e-01,-0.02,2.128
-3.520e-01,-0.02,2.068
-3.480e-01,-0.18,1.988
-3.440e-01,-0.18,1.888
-3.400e-01,-0.02,1.748
-3.360e-01,0.06,1.608
-3.320e-01,0.06,1.568
-3.280e-01,-0.02,1.408
-3.240e-01,-0.02,1.328
-3.200e-01,-0.02,1.188
-3.160e-01,-0.02,1.148
-3.120e-01,-0.02,1.028
-3.080e-01,-0.1,0.948
-3.040e-01,-0.02,0.848
-3.000e-01,-0.18,0.808
-2.960e-01,-0.1,0.708
-2.920e-01,-0.02,0.608
-2.880e-01,-0.1,0.588
-2.840e-01,-0.02,0.508
-2.800e-01,-0.02,0.448
-2.760e-01,-0.02,0.388
-2.720e-01,-0.02,0.348
-2.680e-01,-0.02,0.288
-2.640e-01,-0.02,0.248
-2.600e-01,-0.02,0.228
-2.560e-01,-0.02,0.228
-2.520e-01,0.06,0.208
-2.480e-01,0.06,0.188
-2.440e-01,0.06,0.188
-2.400e-01,-0.18,0.208
-2.360e-01,-0.02,0.228
-2.320e-01,-0.1,0.228
-2.280e-01,-0.02,0.268
-2.240e-01,-0.02,0.268
-2.200e-01,-0.18,0.328
-2.160e-01,-0.02,0.408
-2.120e-01,0.06,0.388
-2.080e-01,-0.1,0.508
-2.040e-01,-0.1,0.568
-2.000e-01,-0.02,0.648
-1.960e-01,-0.02,0.668
-1.920e-01,-0.02,0.788
-1.880e-01,-0.02,0.868
-1.840e-01,-0.02,0.908
-1.800e-01,0.06,1.028
-1.760e-01,-0.02,1.128
-1.720e-01,-0.02,1.188
-1.680e-01,0.06,1.288
-1.640e-01,-0.02,1.408
-1.600e-01,-0.02,1.488
-1.560e-01,-0.02,1.668
-1.520e-01,4.78,1.768
-1.480e-01,4.7,1.828
-1.440e-01,4.7,1.968
-1.400e-01,4.62,2.048
-1.360e-01,4.62,2.128
-1.320e-01,4.62,2.288
-1.280e-01,4.7,2.328
-1.240e-01,-0.02,2.448
-1.200e-01,-0.1,2.588
-1.160e-01,0.06,2.648
-1.120e-01,-0.1,2.748
-1.080e-01,-0.1,2.868
-1.040e-01,-0.02,2.948
-1.000e-01,-0.02,3.108
-9.600e-02,0.06,3.148
-9.200e-02,-0.02,3.208
-8.800e-02,-0.02,3.308
-8.400e-02,-0.02,3.348
-8.000e-02,-0.1,3.388
-7.600e-02,-0.02,3.468
-7.200e-02,-0.02,3.568
-6.800e-02,-0.02,3.568
-6.400e-02,0.06,3.668
-6.000e-02,-0.02,3.708
-5.600e-02,0.06,3.668
-5.200e-02,-0.02,3.788
-4.800e-02,-0.02,3.788
-4.400e-02,0.06,3.808
-4.000e-02,-0.02,3.808
-3.600e-02,-0.02,3.828
-3.200e-02,-0.02,3.828
-2.800e-02,-0.02,3.768
-2.400e-02,-0.02,3.748
-2.000e-02,-0.02,3.748
-1.600e-02,-0.02,3.728
-1.200e-02,-0.02,3.708
-8.000e-03,0.06,3.568
-4.000e-03,-0.02,3.588
1.749e-15,-0.02,3.528
4.000e-03,0.06,3.448
8.000e-03,-0.02,3.388
1.200e-02,-0.02,3.328
1.600e-02,-0.02,3.228
2.000e-02,-0.02,3.168
2.400e-02,-0.1,3.108
2.800e-02,-0.1,3.028
3.200e-02,-0.02,2.908
3.600e-02,-0.1,2.768
4.000e-02,0.06,2.688
4.400e-02,-0.02,2.628
4.800e-02,-0.1,2.508
5.200e-02,0.06,2.388
5.600e-02,0.06,2.328
6.000e-02,-0.02,2.188
6.400e-02,-0.1,2.108
6.800e-02,-0.02,2.008
7.200e-02,-0.02,1.888
7.600e-02,0.06,1.788
8.000e-02,0.06,1.688
8.400e-02,-0.18,1.568
8.800e-02,0.06,1.448
9.200e-02,-0.18,1.408
9.600e-02,-0.1,1.308
1.000e-01,-0.1,1.148
1.040e-01,-0.1,1.068
1.080e-01,-0.02,0.968
1.120e-01,-0.02,0.868
1.160e-01,-0.02,0.808
1.200e-01,-0.1,0.728
1.240e-01,-0.02,0.668
1.280e-01,-0.1,0.608
1.320e-01,-0.02,0.488
1.360e-01,-0.02,0.428
1.400e-01,0.06,0.408
1.440e-01,-0.02,0.348
1.480e-01,-0.02,0.308
1.520e-01,0.06,0.288
1.560e-01,0.06,0.248
1.600e-01,-0.1,0.268
1.640e-01,-0.02,0.188
1.680e-01,0.06,0.228
1.720e-01,0.06,0.228
1.760e-01,-0.02,0.168
1.800e-01,-0.02,0.248
1.840e-01,-0.02,0.268
1.880e-01,-0.02,0.248
1.920e-01,-0.02,0.308
1.960e-01,-0.02,0.288
2.000e-01,-0.02,0.388
2.040e-01,-0.1,0.388
2.080e-01,-0.02,0.468
2.120e-01,-0.02,0.548
2.160e-01,0.06,0.588
2.200e-01,-0.02,0.688
2.240e-01,-0.02,0.728
2.280e-01,0.06,0.828
2.320e-01,-0.1,0.888
2.360e-01,-0.18,0.968
2.400e-01,0.06,1.048
2.440e-01,-0.02,1.148
2.480e-01,-0.02,1.308
2.520e-01,-0.1,1.408
2.560e-01,-0.1,1.468
2.600e-01,0.06,1.548
2.640e-01,-0.02,1.708
2.680e-01,4.62,1.788
2.720e-01,4.7,1.888
2.760e-01,4.7,2.008
2.800e-01,4.78,2.128
2.840e-01,4.62,2.208
2.880e-01,4.62,2.288
2.920e-01,0.06,2.428
2.960e-01,-0.02,2.548
3.000e-01,-0.02,2.628
3.040e-01,-0.02,2.728
3.080e-01,-0.1,2.868
3.120e-01,-0.02,2.948
3.160e-01,-0.02,3.048
3.200e-01,-0.02,3.108
3.240e-01,-0.02,3.168
3.280e-01,-0.02,3.268
3.320e-01,-0.02,3.328
3.360e-01,-0.02,3.408
3.400e-01,0.06,3.508
3.440e-01,-0.02,3.548
3.480e-01,-0.02,3.588
3.520e-01,0.06,3.628
3.560e-01,0.06,3.688
3.600e-01,-0.02,3.728
3.640e-01,-0.02,3.768
3.680e-01,0.06,3.748
3.720e-01,0.06,3.788
3.760e-01,-0.02,3.788
3.800e-01,-0.02,3.808
3.840e-01,0.06,3.808
3.880e-01,0.06,3.808
3.920e-01,-0.1,3.788
3.960e-01,-0.1,3.788
4.000e-01,0.06,3.748
4.040e-01,-0.02,3.788
4.080e-01,-0.1,3.628
4.120e-01,0.06,3.608
4.160e-01,0.06,3.568
4.200e-01,0.06,3.508
4.240e-01,-0.1,3.408
4.280e-01,-0.02,3.308
4.320e-01,0.06,3.288
4.360e-01,0.06,3.208
4.400e-01,0.06,3.048
4.440e-01,-0.02,3.068
4.480e-01,-0.02,2.968
4.520e-01,-0.02,2.868
4.560e-01,0.06,2.768
4.600e-01,-0.02,2.608
4.640e-01,-0.02,2.548
4.680e-01,-0.02,2.468
4.720e-01,-0.02,2.348
4.760e-01,0.06,2.228
4.800e-01,-0.02,2.148
4.840e-01,-0.02,2.008
4.880e-01,-0.02,1.908
4.920e-01,0.06,1.828
4.960e-01,-0.02,1.748
5.000e-01,-0.02,1.588
5.040e-01,0.06,1.488
5.080e-01,-0.1,1.428
5.120e-01,0.06,1.288
5.160e-01,-0.02,1.228
5.200e-01,-0.02,1.088
5.240e-01,-0.02,1.008
5.280e-01,-0.18,0.908
5.320e-01,-0.02,0.828
5.360e-01,0.06,0.748
5.400e-01,-0.02,0.708
5.440e-01,-0.02,0.608
5.480e-01,-0.02,0.548
5.520e-01,-0.1,0.488
5.560e-01,-0.02,0.468
5.600e-01,-0.02,0.368
5.640e-01,-0.02,0.348
5.680e-01,-0.02,0.308
5.720e-01,-0.02,0.228
5.760e-01,0.06,0.248
5.800e-01,-0.1,0.208
5.840e-01,-0.02,0.208
5.880e-01,-0.02,0.188
5.920e-01,-0.02,0.168
5.960e-01,-0.02,0.168
6.000e-01,-0.02,0.228
6.040e-01,0.06,0.228
6.080e-01,0.06,0.268
6.120e-01,0.06,0.348
6.160e-01,0.06,0.348
6.200e-01,0.06,0.408
6.240e-01,-0.1,0.468
6.280e-01,-0.1,0.528
6.320e-01,0.14,0.568
6.360e-01,-0.1,0.648
6.400e-01,-0.02,0.748
6.440e-01,-0.1,0.788
6.480e-01,0.06,0.888
6.520e-01,-0.02,0.948
6.560e-01,0.06,1.048
6.600e-01,-0.02,1.128
6.640e-01,-0.1,1.188
6.680e-01,0.06,1.388
6.720e-01,-0.02,1.428
6.760e-01,-0.02,1.548
6.800e-01,0.06,1.668
6.840e-01,4.7,1.768
6.880e-01,4.54,1.868
6.920e-01,4.62,1.988
6.960e-01,4.62,2.068
7.000e-01,4.78,2.168
7.040e-01,4.7,2.308
7.080e-01,-0.02,2.388
7.120e-01,-0.02,2.508
7.160e-01,-0.1,2.588
7.200e-01,-0.02,2.688
7.240e-01,-0.02,2.828
7.280e-01,0.06,2.888
7.320e-01,-0.02,3.028
7.360e-01,-0.02,3.088
7.400e-01,0.06,3.188
7.440e-01,-0.02,3.268
7.480e-01,-0.02,3.328
7.520e-01,-0.02,3.368
7.560e-01,0.06,3.428
7.600e-01,0.06,3.528
7.640e-01,-0.02,3.568
7.680e-01,-0.02,3.648
7.720e-01,0.06,3.708
7.760e-01,-0.02,3.708
7.800e-01,-0.02,3.748
7.840e-01,-0.1,3.768
7.880e-01,-0.02,3.788
7.920e-01,-0.02,3.788
7.960e-01,0.06,3.828
8.000e-01,-0.02,3.768
8.040e-01,-0.02,3.788
8.080e-01,-0.02,3.728
8.120e-01,0.06,3.768
8.160e-01,-0.02,3.748
8.200e-01,-0.02,3.728
8.240e-01,0.06,3.628
8.280e-01,-0.02,3.628
8.320e-01,-0.02,3.548
8.360e-01,0.06,3.508
8.400e-01,-0.02,3.448
8.440e-01,0.06,3.408
8.480e-01,-0.02,3.328
8.520e-01,0.06,3.248
8.560e-01,-0.02,3.188
8.600e-01,-0.02,3.048
8.640e-01,0.06,2.968
8.680e-01,0.06,2.888
8.720e-01,-0.02,2.768
8.760e-01,-0.02,2.688
8.800e-01,-0.02,2.568
8.840e-01,-0.1,2.488
8.880e-01,-0.02,2.368
8.920e-01,0.06,2.248
8.960e-01,-0.02,2.188
9.000e-01,0.06,2.048
9.040e-01,-0.02,1.968
9.080e-01,-0.02,1.848
9.120e-01,-0.02,1.788
9.160e-01,-0.02,1.668
9.200e-01,-0.02,1.528
9.240e-01,-0.02,1.408
9.280e-01,0.06,1.328
9.320e-01,-0.02,1.208
9.360e-01,-0.02,1.088
9.400e-01,0.06,1.008
9.440e-01,-0.02,0.948
9.480e-01,-0.02,0.828
9.520e-01,-0.1,0.788
9.560e-01,-0.02,0.668
9.600e-01,-0.02,0.628
9.640e-01,0.14,0.588
9.680e-01,0.06,0.488
9.720e-01,0.06,0.428
9.760e-01,-0.02,0.408
9.800e-01,-0.02,0.348
9.840e-01,0.14,0.328
9.880e-01,-0.02,0.188
9.920e-01,0.06,0.208
9.960e-01,-0.02,0.248
1.000e+00,-0.02,0.228
1.004e+00,-0.02,0.228
1.008e+00,-0.02,0.208
1.012e+00,0.06,0.168
1.016e+00,-0.02,0.288
1.020e+00,-0.02,0.208
1.024e+00,-0.02,0.228
1.028e+00,0.14,0.328
1.032e+00,-0.1,0.348
1.036e+00,0.06,0.388
1.040e+00,-0.02,0.408
1.044e+00,-0.02,0.488
1.048e+00,-0.02,0.568
1.052e+00,-0.1,0.608
1.056e+00,-0.18,0.708
1.060e+00,-0.02,0.808
1.064e+00,-0.02,0.788
1.068e+00,0.06,0.928
1.072e+00,-0.02,0.968
1.076e+00,-0.02,1.128
1.080e+00,-0.02,1.208
1.084e+00,-0.02,1.328
1.088e+00,-0.02,1.388
1.092e+00,-0.1,1.508
1.096e+00,-0.1,1.608
1.100e+00,4.7,1.728
1.104e+00,4.7,1.848
1.108e+00,4.7,1.948
1.112e+00,4.7,2.088
1.116e+00,4.78,2.148
1.120e+00,4.62,2.228
1.124e+00,4.7,2.328
1.128e+00,0.06,2.468
1.132e+00,-0.02,2.608
1.136e+00,-0.02,2.668
1.140e+00,-0.1,2.748
1.144e+00,0.06,2.848
1.148e+00,0.06,2.968
1.152e+00,0.06,3.048
1.156e+00,-0.1,3.188
1.160e+00,-0.02,3.228
1.164e+00,-0.02,3.328
1.168e+00,0.06,3.388
1.172e+00,-0.02,3.448
1.176e+00,-0.02,3.488
1.180e+00,0.06,3.548
1.184e+00,-0.1,3.588
1.188e+00,-0.1,3.648
1.192e+00,-0.02,3.688
1.196e+00,-0.02,3.748
1.200e+00,-0.02,3.788
1.204e+00,0.06,3.748
1.208e+00,0.06,3.808
1.212e+00,0.06,3.768
1.216e+00,0.06,3.808
1.220e+00,-0.02,3.808
1.224e+00,-0.02,3.788
1.228e+00,0.06,3.788
1.232e+00,-0.02,3.768
1.236e+00,-0.1,3.728
1.240e+00,-0.02,3.608
1.244e+00,-0.02,3.668
1.248e+00,-0.02,3.568
1.252e+00,-0.02,3.528
1.256e+00,-0.1,3.488
1.260e+00,-0.1,3.388
1.264e+00,0.06,3.348
1.268e+00,-0.02,3.208
1.272e+00,0.06,3.228
1.276e+00,0.06,3.128
1.280e+00,-0.1,3.008
1.284e+00,0.06,2.908
1.288e+00,-0.02,2.788
1.292e+00,-0.02,2.708
1.296e+00,0.06,2.608
1.300e+00,-0.1,2.528
1.304e+00,-0.18,2.368
1.308e+00,-0.18,2.308
1.312e+00,0.06,2.188
1.316e+00,-0.02,2.108
1.320e+00,0.06,2.008
1.324e+00,-0.02,1.908
1.328e+00,-0.02,1.808
1.332e+00,-0.02,1.668
1.336e+00,-0.02,1.568
1.340e+00,-0.1,1.448
1.344e+00,-0.02,1.368
1.348e+00,-0.1,1.268
1.352e+00,0.06,1.188
1.356e+00,-0.1,1.108
1.360e+00,0.06,0.988
1.364e+00,-0.1,0.908
1.368e+00,-0.02,0.788
1.372e+00,-0.02,0.708
1.376e+00,-0.02,0.648
1.380e+00,-0.1,0.508
1.384e+00,-0.02,0.488
