Model,DPO3032
Firmware Version,2.16

Point Format,Y,
-1.260e+00,-0.02,2.062
-1.256e+00,-0.02,2.086
-1.252e+00,-0.02,2.078
-1.248e+00,-0.02,2.062
-1.244e+00,-0.02,2.086
-1.240e+00,-0.02,2.054
-1.236e+00,0.06,2.038
-1.232e+00,-0.02,2.054
-1.228e+00,-0.02,2.046
-1.224e+00,-0.02,2.022
-1.220e+00,-0.02,2.062
-1.216e+00,-0.02,2.046
-1.212e+00,-0.02,2.054
-1.208e+00,-0.02,2.046
-1.204e+00,-0.1,2.062
-1.200e+00,-0.1,2.038
-1.196e+00,-0.02,2.038
-1.192e+00,-0.02,2.07
-1.188e+00,-0.02,2.054
-1.184e+00,-0.1,2.062
-1.180e+00,0.06,2.07
-1.176e+00,-0.02,2.078
-1.172e+00,-0.18,2.102
-1.168e+00,-0.02,2.086
-1.164e+00,-0.02,2.134
-1.160e+00,-0.1,2.11
-1.156e+00,-0.02,2.134
-1.152e+00,-0.1,2.158
-1.148e+00,-0.02,2.166
-1.144e+00,-0.02,2.19
-1.140e+00,-0.02,2.174
-1.136e+00,-0.02,2.198
-1.132e+00,-0.02,2.214
-1.128e+00,-0.02,2.238
-1.124e+00,-0.02,2.254
-1.120e+00,-0.02,2.27
-1.116e+00,-0.02,2.286
-1.112e+00,-0.1,2.294
-1.108e+00,-0.02,2.318
-1.104e+00,-0.02,2.334
-1.100e+00,0.06,2.35
-1.096e+00,0.06,2.366
-1.092e+00,-0.18,2.382
-1.088e+00,-0.02,2.398
-1.084e+00,-0.02,2.446
-1.080e+00,-0.02,2.414
-1.076e+00,0.06,2.446
-1.072e+00,-0.02,2.494
-1.068e+00,-0.02,2.518
-1.064e+00,-0.02,2.534
-1.060e+00,-0.02,2.534
-1.056e+00,-0.02,2.55
-1.052e+00,-0.02,2.59
-1.048e+00,-0.02,2.598
-1.044e+00,-0.02,2.606
-1.040e+00,-0.1,2.662
-1.036e+00,0.06,2.694
-1.032e+00,-0.1,2.702
-1.028e+00,-0.1,2.702
-1.024e+00,-0.02,2.742
-1.020e+00,-0.02,2.75
-1.016e+00,-0.02,2.782
-1.012e+00,-0.02,2.782
-1.008e+00,-0.02,2.798
-1.004e+00,-0.02,2.822
-1.000e-00,0.06,2.846
-9.960e-01,-0.1,2.87
-9.920e-01,-0.02,2.894
-9.880e-01,0.06,2.91
-9.840e-01,0.06,2.926
-9.800e-01,-0.02,2.934
-9.760e-01,-0.02,2.942
-9.720e-01,-0.02,2.934
-9.680e-01,-0.02,2.974
-9.640e-01,-0.02,2.982
-9.600e-01,-0.02,2.998
-9.560e-01,-0.1,2.998
-9.520e-01,-0.02,3.022
-9.480e-01,-0.02,3.046
-9.440e-01,-0.02,3.046
-9.400e-01,-0.02,3.054
-9.360e-01,-0.1,3.03
-9.320e-01,-0.02,3.07
-9.280e-01,4.78,3.078
-9.240e-01,4.62,3.07
-9.200e-01,4.62,3.086
-9.160e-01,4.54,3.086
-9.120e-01,4.62,3.078
-9.080e-01,4.54,3.07
-9.040e-01,4.46,3.062
-9.000e-01,4.62,3.11
-8.960e-01,4.7,3.126
-8.920e-01,4.54,3.134
-8.880e-01,4.78,3.086
-8.840e-01,4.7,3.134
-8.800e-01,-0.02,3.11
-8.760e-01,-0.02,3.078
-8.720e-01,-0.1,3.038
-8.680e-01,-0.1,3.07
-8.640e-01,-0.1,3.094
-8.600e-01,0.06,3.078
-8.560e-01,-0.02,3.078
-8.520e-01,-0.02,3.046
-8.480e-01,-0.02,3.046
-8.440e-01,-0.02,3.054
-8.400e-01,-0.02,3.03
-8.360e-01,-0.02,3.006
-8.320e-01,-0.02,2.998
-8.280e-01,-0.02,2.998
-8.240e-01,0.06,2.99
-8.200e-01,-0.02,2.974
-8.160e-01,-0.02,2.942
-8.120e-01,-0.1,2.942
-8.080e-01,-0.1,2.942
-8.040e-01,-0.02,2.894
-8.000e-01,-0.02,2.886
-7.960e-01,-0.1,2.886
-7.920e-01,-0.02,2.846
-7.880e-01,-0.02,2.854
-7.840e-01,-0.02,2.798
-7.800e-01,-0.02,2.782
-7.760e-01,-0.02,2.774
-7.720e-01,-0.02,2.766
-7.680e-01,-0.1,2.75
-7.640e-01,-0.02,2.734
-7.600e-01,0.14,2.71
-7.560e-01,-0.02,2.686
-7.520e-01,-0.02,2.678
-7.480e-01,-0.02,2.622
-7.440e-01,-0.1,2.606
-7.400e-01,-0.02,2.598
-7.360e-01,-0.1,2.558
-7.320e-01,-0.02,2.558
-7.280e-01,-0.02,2.55
-7.240e-01,-0.02,2.518
-7.200e-01,-0.02,2.502
-7.160e-01,-0.02,2.462
-7.120e-01,-0.02,2.446
-7.080e-01,-0.02,2.438
-7.040e-01,-0.02,2.39
-7.000e-01,-0.02,2.382
-6.960e-01,-0.1,2.382
-6.920e-01,-0.1,2.326
-6.880e-01,-0.02,2.326
-6.840e-01,-0.02,2.326
-6.800e-01,-0.02,2.294
-6.760e-01,0.06,2.286
-6.720e-01,0.06,2.262
-6.680e-01,-0.02,2.238
-6.640e-01,-0.02,2.254
-6.600e-01,0.06,2.222
-6.560e-01,-0.02,2.206
-6.520e-01,-0.1,2.19
-6.480e-01,-0.02,2.182
-6.440e-01,-0.02,2.118
-6.400e-01,-0.02,2.126
-6.360e-01,-0.02,2.158
-6.320e-01,-0.02,2.11
-6.280e-01,0.06,2.102
-6.240e-01,-0.02,2.094
-6.200e-01,-0.02,2.102
-6.160e-01,-0.02,2.102
-6.120e-01,-0.1,2.086
-6.080e-01,0.06,2.054
-6.040e-01,-0.02,2.054
-6.000e-01,-0.02,2.07
-5.960e-01,0.06,2.046
-5.920e-01,0.06,2.062
-5.880e-01,-0.1,2.054
-5.840e-01,-0.02,2.03
-5.800e-01,-0.02,2.038
-5.760e-01,-0.02,2.054
-5.720e-01,-0.1,2.046
-5.680e-01,-0.02,2.038
-5.640e-01,-0.02,2.046
-5.600e-01,-0.1,2.078
-5.560e-01,-0.02,2.062
-5.520e-01,0.06,2.054
-5.480e-01,-0.1,2.086
-5.440e-01,-0.1,2.062
-5.400e-01,-0.02,2.086
-5.360e-01,-0.02,2.094
-5.320e-01,-0.02,2.102
-5.280e-01,0.06,2.094
-5.240e-01,-0.02,2.118
-5.200e-01,-0.02,2.118
-5.160e-01,-0.02,2.126
-5.120e-01,-0.02,2.15
-5.080e-01,-0.02,2.166
-5.040e-01,-0.1,2.166
-5.000e-01,-0.02,2.182
-4.960e-01,-0.1,2.222
-4.920e-01,-0.02,2.222
-4.880e-01,-0.1,2.254
-4.840e-01,-0.1,2.246
-4.800e-01,-0.02,2.286
-4.760e-01,-0.1,2.334
-4.720e-01,-0.02,2.294
-4.680e-01,-0.02,2.302
-4.640e-01,-0.02,2.35
-4.600e-01,-0.1,2.358
-4.560e-01,-0.1,2.382
-4.520e-01,-0.02,2.366
-4.480e-01,-0.02,2.406
-4.440e-01,-0.02,2.438
-4.400e-01,-0.02,2.438
-4.360e-01,0.06,2.446
-4.320e-01,-0.02,2.494
-4.280e-01,-0.1,2.534
-4.240e-01,-0.02,2.534
-4.200e-01,0.06,2.55
-4.160e-01,-0.02,2.574
-4.120e-01,-0.02,2.574
-4.080e-01,-0.02,2.598
-4.040e-01,-0.02,2.622
-4.000e-01,-0.02,2.67
-3.960e-01,-0.02,2.67
-3.920e-01,-0.02,2.686
-3.880e-01,-0.02,2.726
-3.840e-01,-0.02,2.734
-3.800e-01,-0.02,2.75
-3.760e-01,-0.1,2.87
-3.720e-01,-0.02,2.782
-3.680e-01,0.06,2.814
-3.640e-01,-0.02,2.83
-3.600e-01,-0.02,2.846
-3.560e-01,-0.02,2.862
-3.520e-01,-0.02,2.886
-3.480e-01,-0.18,2.886
-3.440e-01,-0.02,2.974
-3.400e-01,0.06,2.918
-3.360e-01,0.06,2.934
-3.320e-01,-0.1,2.934
-3.280e-01,-0.1,2.974
-3.240e-01,-0.1,3.006
-3.200e-01,-0.02,2.99
-3.160e-01,-0.02,2.998
-3.120e-01,-0.1,3.014
-3.080e-01,-0.02,3.03
-3.040e-01,-0.18,3.03
-3.000e-01,-0.18,3.078
-2.960e-01,-0.02,3.038
-2.920e-01,4.62,3.054
-2.880e-01,4.54,3.086
-2.840e-01,4.62,3.078
-2.800e-01,4.78,3.086
-2.760e-01,4.62,3.078
-2.720e-01,4.7,3.078
-2.680e-01,4.62,3.086
-2.640e-01,4.7,3.102
-2.600e-01,4.7,3.102
-2.560e-01,4.54,3.102
-2.520e-01,4.62,3.11
-2.480e-01,4.86,3.11
-2.440e-01,4.62,3.11
-2.400e-01,-0.02,3.086
-2.360e-01,-0.02,3.094
-2.320e-01,0.06,3.086
-2.280e-01,-0.02,3.102
-2.240e-01,-0.1,3.094
-2.200e-01,-0.02,3.07
-2.160e-01,-0.02,3.086
-2.120e-01,-0.1,3.046
-2.080e-01,-0.02,3.07
-2.040e-01,-0.02,3.062
-2.000e-01,-0.1,3.022
-1.960e-01,-0.02,3.046
-1.920e-01,-0.02,2.982
-1.880e-01,-0.02,2.998
-1.840e-01,-0.02,2.99
-1.800e-01,-0.02,2.958
-1.760e-01,-0.02,2.966
-1.720e-01,-0.1,2.95
-1.680e-01,-0.1,2.942
-1.640e-01,-0.02,2.902
-1.600e-01,-0.02,2.902
-1.560e-01,-0.02,2.878
-1.520e-01,-0.1,2.862
-1.480e-01,-0.1,2.846
-1.440e-01,-0.02,2.822
-1.400e-01,-0.1,2.798
-1.360e-01,0.06,2.774
-1.320e-01,-0.02,2.766
-1.280e-01,-0.02,2.742
-1.240e-01,-0.02,2.742
-1.200e-01,-0.02,2.718
-1.160e-01,-0.1,2.678
-1.120e-01,-0.02,2.662
-1.080e-01,-0.02,2.614
-1.040e-01,-0.02,2.614
-1.000e-01,-0.02,2.598
-9.600e-02,0.06,2.55
-9.200e-02,-0.02,2.558
-8.800e-02,-0.02,2.518
-8.400e-02,-0.02,2.518
-8.000e-02,-0.1,2.51
-7.600e-02,-0.02,2.446
-7.200e-02,-0.02,2.446
-6.800e-02,-0.02,2.446
-6.400e-02,-0.1,2.43
-6.000e-02,-0.1,2.406
-5.600e-02,-0.02,2.366
-5.200e-02,-0.02,2.358
-4.800e-02,-0.02,2.342
-4.400e-02,-0.18,2.318
-4.000e-02,-0.1,2.286
-3.600e-02,-0.1,2.326
-3.200e-02,-0.02,2.262
-2.800e-02,-0.02,2.238
-2.400e-02,-0.02,2.254
-2.000e-02,-0.18,2.246
-1.600e-02,-0.02,2.206
-1.200e-02,-0.02,2.182
-8.000e-03,-0.18,2.174
-4.000e-03,-0.1,2.142
1.749e-15,-0.1,2.166
4.000e-03,-0.02,2.134
8.000e-03,-0.02,2.118
1.200e-02,-0.02,2.126
1.600e-02,-0.02,2.094
2.000e-02,0.06,2.062
2.400e-02,-0.02,2.102
2.800e-02,-0.02,2.078
3.200e-02,-0.1,2.046
3.600e-02,-0.02,2.054
4.000e-02,-0.1,2.046
4.400e-02,-0.02,2.054
4.800e-02,-0.1,2.022
5.200e-02,-0.02,2.046
5.600e-02,-0.1,2.062
6.000e-02,-0.1,2.054
6.400e-02,-0.02,2.054
6.800e-02,0.06,2.038
7.200e-02,-0.02,2.054
7.600e-02,-0.1,2.038
8.000e-02,-0.02,2.054
8.400e-02,0.06,2.062
8.800e-02,-0.1,2.078
9.200e-02,-0.1,2.062
9.600e-02,-0.02,2.07
1.000e-01,-0.02,2.07
1.040e-01,-0.02,2.094
1.080e-01,0.06,2.094
1.120e-01,-0.02,2.094
1.160e-01,-0.02,2.11
1.200e-01,0.06,2.118
1.240e-01,-0.02,2.158
1.280e-01,-0.02,2.158
1.320e-01,-0.02,2.19
1.360e-01,-0.02,2.166
1.400e-01,-0.1,2.19
1.440e-01,-0.02,2.206
1.480e-01,-0.02,2.214
1.520e-01,0.14,2.238
1.560e-01,-0.02,2.262
1.600e-01,-0.02,2.262
1.640e-01,-0.02,2.294
1.680e-01,-0.02,2.294
1.720e-01,-0.02,2.318
1.760e-01,-0.1,2.342
1.800e-01,-0.02,2.358
1.840e-01,-0.1,2.39
1.880e-01,-0.1,2.374
1.920e-01,-0.02,2.422
1.960e-01,0.06,2.446
2.000e-01,-0.02,2.438
2.040e-01,-0.1,2.462
2.080e-01,-0.02,2.494
2.120e-01,-0.1,2.542
2.160e-01,0.06,2.526
2.200e-01,-0.02,2.566
2.240e-01,-0.18,2.574
2.280e-01,-0.1,2.574
2.320e-01,-0.02,2.606
2.360e-01,-0.02,2.63
2.400e-01,-0.1,2.646
2.440e-01,-0.18,2.67
2.480e-01,-0.02,2.71
2.520e-01,-0.02,2.702
2.560e-01,0.14,2.718
2.600e-01,-0.1,2.75
2.640e-01,-0.02,2.782
2.680e-01,0.06,2.766
2.720e-01,-0.02,2.806
2.760e-01,-0.02,2.822
2.800e-01,-0.02,2.846
2.840e-01,-0.1,2.87
2.880e-01,-0.02,2.894
2.920e-01,-0.02,2.886
2.960e-01,-0.02,2.926
3.000e-01,-0.02,2.926
3.040e-01,-0.02,2.934
3.080e-01,-0.1,2.942
3.120e-01,-0.02,2.966
3.160e-01,-0.02,2.982
3.200e-01,-0.1,2.99
3.240e-01,-0.18,3.022
3.280e-01,-0.02,3.022
3.320e-01,-0.02,3.022
3.360e-01,-0.02,3.054
3.400e-01,-0.02,3.062
3.440e-01,-0.02,3.062
3.480e-01,4.54,3.07
3.520e-01,4.7,3.07
3.560e-01,4.7,3.054
3.600e-01,4.54,3.086
3.640e-01,4.7,3.118
3.680e-01,4.7,3.102
3.720e-01,4.7,3.102
3.760e-01,4.54,3.086
3.800e-01,4.7,3.094
3.840e-01,4.7,3.118
3.880e-01,4.62,3.102
3.920e-01,4.54,3.118
3.960e-01,4.7,3.11
4.000e-01,-0.02,3.102
4.040e-01,-0.02,3.094
4.080e-01,0.06,3.086
4.120e-01,-0.1,3.086
4.160e-01,-0.02,3.086
4.200e-01,0.06,3.078
4.240e-01,-0.02,3.07
4.280e-01,-0.02,3.054
4.320e-01,-0.02,3.03
4.360e-01,-0.02,3.038
4.400e-01,-0.02,3.046
4.440e-01,-0.02,3.014
4.480e-01,-0.02,3.006
4.520e-01,-0.02,3.022
4.560e-01,-0.02,2.99
4.600e-01,-0.02,2.982
4.640e-01,-0.1,2.966
4.680e-01,0.06,2.942
4.720e-01,-0.1,2.926
4.760e-01,0.14,2.902
4.800e-01,-0.02,2.894
4.840e-01,-0.02,2.854
4.880e-01,-0.02,2.854
4.920e-01,-0.02,2.83
4.960e-01,-0.18,2.822
5.000e-01,0.06,2.798
5.040e-01,-0.02,2.798
5.080e-01,-0.02,2.774
5.120e-01,-0.02,2.758
5.160e-01,-0.02,2.718
5.200e-01,-0.1,2.726
5.240e-01,-0.1,2.646
5.280e-01,-0.02,2.654
5.320e-01,-0.02,2.63
5.360e-01,-0.02,2.638
5.400e-01,0.06,2.598
5.440e-01,-0.02,2.558
5.480e-01,-0.02,2.566
5.520e-01,0.06,2.518
5.560e-01,-0.1,2.55
5.600e-01,0.06,2.51
5.640e-01,-0.02,2.454
5.680e-01,-0.02,2.454
5.720e-01,-0.1,2.446
5.760e-01,-0.02,2.43
5.800e-01,-0.02,2.39
5.840e-01,-0.18,2.382
5.880e-01,-0.1,2.334
5.920e-01,-0.02,2.334
5.960e-01,-0.02,2.302
6.000e-01,-0.02,2.326
6.040e-01,-0.02,2.31
6.080e-01,-0.02,2.262
6.120e-01,-0.02,2.254
6.160e-01,-0.02,2.23
6.200e-01,-0.02,2.238
6.240e-01,-0.02,2.19
6.280e-01,0.06,2.19
6.320e-01,-0.02,2.166
6.360e-01,-0.02,2.134
6.400e-01,-0.1,2.142
6.440e-01,0.14,2.126
6.480e-01,-0.02,2.102
6.520e-01,-0.02,2.11
6.560e-01,-0.02,2.102
6.600e-01,0.06,2.054
6.640e-01,-0.02,2.086
6.680e-01,-0.02,2.102
6.720e-01,0.14,2.078
6.760e-01,-0.02,2.078
6.800e-01,-0.02,2.07
6.840e-01,-0.02,2.046
6.880e-01,0.06,2.038
6.920e-01,-0.1,2.046
6.960e-01,-0.02,2.038
7.000e-01,-0.02,2.046
7.040e-01,-0.02,2.054
7.080e-01,-0.02,2.054
7.120e-01,-0.1,2.054
7.160e-01,-0.02,2.062
7.200e-01,-0.02,2.062
7.240e-01,-0.02,2.062
7.280e-01,-0.02,2.078
7.320e-01,-0.02,2.07
7.360e-01,-0.02,2.062
7.400e-01,-0.02,2.078
7.440e-01,-0.02,2.07
7.480e-01,0.06,2.086
7.520e-01,-0.02,2.094
7.560e-01,-0.02,2.126
7.600e-01,-0.02,2.102
7.640e-01,-0.02,2.142
7.680e-01,-0.02,2.182
7.720e-01,-0.02,2.142
7.760e-01,-0.02,2.19
7.800e-01,-0.02,2.182
7.840e-01,-0.02,2.238
7.880e-01,-0.1,2.238
7.920e-01,-0.02,2.254
7.960e-01,0.06,2.254
8.000e-01,-0.02,2.278
8.040e-01,-0.02,2.302
8.080e-01,-0.02,2.318
8.120e-01,-0.02,2.294
8.160e-01,-0.02,2.35
8.200e-01,0.06,2.342
8.240e-01,0.06,2.382
8.280e-01,-0.02,2.39
8.320e-01,-0.02,2.43
8.360e-01,-0.1,2.43
8.400e-01,-0.1,2.462
8.440e-01,-0.02,2.462
8.480e-01,-0.02,2.494
8.520e-01,0.06,2.526
8.560e-01,-0.02,2.534
8.600e-01,-0.02,2.542
8.640e-01,-0.02,2.574
8.680e-01,-0.02,2.59
8.720e-01,-0.1,2.606
8.760e-01,-0.1,2.59
8.800e-01,-0.02,2.662
8.840e-01,-0.02,2.678
8.880e-01,-0.1,2.67
8.920e-01,-0.1,2.718
8.960e-01,-0.02,2.718
9.000e-01,-0.1,2.758
9.040e-01,-0.02,2.774
9.080e-01,-0.02,2.774
9.120e-01,-0.02,2.79
9.160e-01,-0.02,2.83
9.200e-01,-0.02,2.846
9.240e-01,-0.02,2.854
9.280e-01,0.06,2.878
9.320e-01,-0.02,2.87
9.360e-01,-0.02,2.934
9.400e-01,0.14,2.918
9.440e-01,-0.02,2.966
9.480e-01,-0.02,2.934
9.520e-01,-0.02,2.95
9.560e-01,-0.02,2.966
9.600e-01,-0.1,3.022
9.640e-01,-0.02,3.014
9.680e-01,0.06,3.038
9.720e-01,-0.02,3.03
9.760e-01,-0.02,3.038
9.800e-01,-0.02,3.046
9.840e-01,0.06,3.046
9.880e-01,4.78,3.07
9.920e-01,4.7,3.062
9.960e-01,4.7,3.078
1.000e+00,4.62,3.07
1.004e+00,4.62,3.094
1.008e+00,4.62,3.11
1.012e+00,4.62,3.094
1.016e+00,4.86,3.102
1.020e+00,4.7,3.094
1.024e+00,4.78,3.11
1.028e+00,4.7,3.102
1.032e+00,4.86,3.11
1.036e+00,4.7,3.086
1.040e+00,-0.1,3.118
1.044e+00,-0.1,3.102
1.048e+00,-0.18,3.11
1.052e+00,-0.02,3.086
1.056e+00,0.06,3.086
1.060e+00,-0.02,3.07
1.064e+00,-0.02,3.094
1.068e+00,-0.02,3.07
1.072e+00,0.06,3.078
1.076e+00,0.06,3.054
1.080e+00,-0.02,3.054
1.084e+00,-0.1,3.054
1.088e+00,0.06,3.006
1.092e+00,-0.1,3.014
1.096e+00,-0.02,2.974
1.100e+00,0.06,2.966
1.104e+00,-0.02,2.95
1.108e+00,-0.02,2.958
1.112e+00,-0.1,2.926
1.116e+00,-0.1,2.902
1.120e+00,-0.02,2.886
1.124e+00,0.06,2.862
1.128e+00,-0.02,2.854
1.132e+00,-0.02,2.83
1.136e+00,-0.02,2.822
1.140e+00,-0.02,2.806
1.144e+00,-0.02,2.814
1.148e+00,-0.02,2.79
1.152e+00,-0.02,2.774
1.156e+00,-0.02,2.718
1.160e+00,-0.02,2.702
1.164e+00,0.14,2.686
1.168e+00,0.06,2.622
1.172e+00,-0.02,2.622
1.176e+00,0.06,2.614
1.180e+00,-0.02,2.598
1.184e+00,-0.1,2.582
1.188e+00,0.06,2.582
1.192e+00,-0.02,2.526
1.196e+00,-0.02,2.518
1.200e+00,-0.02,2.502
1.204e+00,-0.02,2.494
1.208e+00,-0.02,2.446
1.212e+00,-0.02,2.438
1.216e+00,-0.1,2.398
1.220e+00,-0.1,2.382
1.224e+00,-0.02,2.358
1.228e+00,-0.1,2.382
1.232e+00,-0.1,2.318
1.236e+00,0.06,2.326
1.240e+00,-0.1,2.286
1.244e+00,-0.1,2.318
1.248e+00,-0.02,2.246
1.252e+00,-0.02,2.254
1.256e+00,-0.1,2.23
1.260e+00,-0.02,2.254
1.264e+00,-0.02,2.19
1.268e+00,0.06,2.198
1.272e+00,-0.02,2.182
1.276e+00,-0.1,2.142
1.280e+00,-0.1,2.15
1.284e+00,-0.02,2.134
1.288e+00,-0.02,2.11
1.292e+00,-0.02,2.11
1.296e+00,-0.02,2.094
1.300e+00,-0.02,2.07
1.304e+00,-0.02,2.07
1.308e+00,-0.02,2.086
1.312e+00,-0.02,2.078
1.316e+00,-0.02,2.054
1.320e+00,-0.02,2.054
1.324e+00,-0.02,2.054
1.328e+00,-0.02,2.054
1.332e+00,-0.02,2.054
1.336e+00,-0.02,2.062
1.340e+00,-0.02,2.054
1.344e+00,-0.02,2.054
1.348e+00,0.06,2.038
1.352e+00,-0.1,2.046
1.356e+00,-0.02,2.054
