Model,DPO3032
Firmware Version,2.16

Point Format,Y,
-4.210e-01,-10.26,-2.562
-4.200e-01,-10.26,-2.562
-4.190e-01,-10.26,-2.562
-4.180e-01,-10.26,-2.562
-4.170e-01,-10.26,-2.562
-4.160e-01,-10.26,-2.562
-4.150e-01,-10.26,-2.562
-4.140e-01,-10.26,-2.562
-4.130e-01,-10.26,-2.562
-4.120e-01,-10.26,-2.562
-4.110e-01,-10.26,-2.562
-4.100e-01,-10.26,-2.562
-4.090e-01,-10.26,-2.562
-4.080e-01,-10.26,-2.562
-4.070e-01,-10.26,-2.562
-4.060e-01,-10.26,-2.562
-4.050e-01,-10.26,-2.562
-4.040e-01,-10.26,-2.562
-4.030e-01,-10.26,-2.562
-4.020e-01,-10.26,-2.562
-4.010e-01,-10.26,-2.562
-4.000e-01,-10.26,-2.562
-3.990e-01,-10.26,-2.562
-3.980e-01,-10.26,-2.562
-3.970e-01,-10.26,-2.562
-3.960e-01,-10.26,-2.562
-3.950e-01,-10.26,-2.562
-3.940e-01,-10.26,-2.562
-3.930e-01,-10.26,-2.562
-3.920e-01,-10.26,-2.562
-3.910e-01,-10.26,-2.562
-3.900e-01,-10.26,-2.562
-3.890e-01,-10.26,-2.562
-3.880e-01,-10.26,-2.562
-3.870e-01,-10.26,-2.562
-3.860e-01,-10.26,-2.562
-3.850e-01,-10.26,-2.562
-3.840e-01,-10.26,-2.562
-3.830e-01,-10.26,-2.562
-3.820e-01,-10.26,-2.562
-3.810e-01,-10.26,-2.562
-3.800e-01,-10.26,-2.562
-3.790e-01,-10.26,-2.562
-3.780e-01,-10.26,-2.562
-3.770e-01,-10.26,-2.562
-3.760e-01,-10.26,-2.562
-3.750e-01,-10.26,-2.562
-3.740e-01,-10.26,-2.562
-3.730e-01,-10.26,-2.562
-3.720e-01,-0.1,1.958
-3.710e-01,-0.1,1.878
-3.700e-01,-0.02,1.878
-3.690e-01,-0.02,1.838
-3.680e-01,-0.02,1.918
-3.670e-01,-0.02,1.958
-3.660e-01,-0.1,1.958
-3.650e-01,-0.1,2.078
-3.640e-01,-0.02,2.118
-3.630e-01,0.06,2.118
-3.620e-01,0.06,2.118
-3.610e-01,-0.02,2.198
-3.600e-01,-0.02,2.158
-3.590e-01,-0.02,2.238
-3.580e-01,-0.02,2.278
-3.570e-01,-0.02,2.238
-3.560e-01,-0.18,2.238
-3.550e-01,4.7,2.278
-3.540e-01,-0.02,2.358
-3.530e-01,4.7,2.398
-3.520e-01,4.7,2.398
-3.510e-01,4.7,2.358
-3.500e-01,4.62,2.478
-3.490e-01,4.62,2.478
-3.480e-01,4.62,2.438
-3.470e-01,4.7,2.398
-3.460e-01,4.7,2.518
-3.450e-01,4.62,2.558
-3.440e-01,4.7,2.598
-3.430e-01,4.62,2.598
-3.420e-01,4.62,2.558
-3.410e-01,4.54,2.638
-3.400e-01,4.7,2.718
-3.390e-01,4.46,2.718
-3.380e-01,4.7,2.718
-3.370e-01,4.7,2.758
-3.360e-01,4.7,2.758
-3.350e-01,4.62,2.798
-3.340e-01,4.7,2.758
-3.330e-01,4.7,2.838
-3.320e-01,4.62,2.878
-3.310e-01,4.7,2.918
-3.300e-01,4.78,2.918
-3.290e-01,-0.02,3.038
-3.280e-01,-0.02,2.998
-3.270e-01,-0.1,3.038
-3.260e-01,-0.02,3.078
-3.250e-01,-0.1,3.038
-3.240e-01,-0.1,3.038
-3.230e-01,-0.02,3.078
-3.220e-01,-0.18,3.158
-3.210e-01,-0.02,3.078
-3.200e-01,-0.02,3.198
-3.190e-01,-0.02,3.278
-3.180e-01,-0.1,3.198
-3.170e-01,-0.02,3.238
-3.160e-01,-0.02,3.278
-3.150e-01,-0.02,3.278
-3.140e-01,-0.02,3.238
-3.130e-01,-0.02,3.358
-3.120e-01,-0.02,3.358
-3.110e-01,-0.1,3.398
-3.100e-01,-0.02,3.438
-3.090e-01,-0.02,3.438
-3.080e-01,-0.02,3.398
-3.070e-01,-0.02,3.518
-3.060e-01,-0.02,3.438
-3.050e-01,-0.02,3.558
-3.040e-01,-0.02,3.518
-3.030e-01,-0.02,3.678
-3.020e-01,-0.02,3.558
-3.010e-01,-0.02,3.558
-3.000e-01,-0.02,3.638
-2.990e-01,-0.02,3.718
-2.980e-01,-0.02,3.638
-2.970e-01,-0.02,3.758
-2.960e-01,-0.02,3.758
-2.950e-01,-0.1,3.718
-2.940e-01,-0.02,3.798
-2.930e-01,-0.1,3.758
-2.920e-01,-0.02,3.758
-2.910e-01,-0.02,3.838
-2.900e-01,-0.1,3.838
-2.890e-01,-0.02,3.798
-2.880e-01,-0.02,3.838
-2.870e-01,-0.02,3.918
-2.860e-01,-0.02,3.918
-2.850e-01,-0.02,3.998
-2.840e-01,0.06,3.958
-2.830e-01,-0.02,3.998
-2.820e-01,-0.02,3.918
-2.810e-01,-0.1,3.998
-2.800e-01,-0.02,4.038
-2.790e-01,-0.02,3.958
-2.780e-01,-0.02,4.118
-2.770e-01,-0.1,4.118
-2.760e-01,0.06,4.078
-2.750e-01,-0.02,4.038
-2.740e-01,-0.18,4.118
-2.730e-01,-0.02,4.158
-2.720e-01,-0.02,4.118
-2.710e-01,-0.02,4.118
-2.700e-01,-0.1,4.238
-2.690e-01,0.06,4.198
-2.680e-01,-0.02,4.198
-2.670e-01,0.06,4.198
-2.660e-01,-0.02,4.198
-2.650e-01,-0.1,4.238
-2.640e-01,-0.02,4.198
-2.630e-01,-0.02,4.318
-2.620e-01,-0.1,4.318
-2.610e-01,-0.1,4.238
-2.600e-01,-0.02,4.318
-2.590e-01,-0.02,4.318
-2.580e-01,-0.02,4.278
-2.570e-01,-0.02,4.238
-2.560e-01,-0.02,4.278
-2.550e-01,0.06,4.318
-2.540e-01,-0.02,4.318
-2.530e-01,-0.02,4.238
-2.520e-01,-0.02,4.318
-2.510e-01,-0.02,4.198
-2.500e-01,-0.02,4.358
-2.490e-01,-0.1,4.318
-2.480e-01,-0.02,4.318
-2.470e-01,-0.02,4.358
-2.460e-01,-0.02,4.318
-2.450e-01,-0.02,4.358
-2.440e-01,0.06,4.318
-2.430e-01,-0.02,4.318
-2.420e-01,-0.02,4.318
-2.410e-01,-0.1,4.318
-2.400e-01,-0.1,4.358
-2.390e-01,-0.02,4.318
-2.380e-01,-0.02,4.318
-2.370e-01,-0.1,4.278
-2.360e-01,-0.1,4.358
-2.350e-01,-0.02,4.318
-2.340e-01,-0.02,4.318
-2.330e-01,-0.02,4.318
-2.320e-01,-0.02,4.318
-2.310e-01,-0.1,4.358
-2.300e-01,-0.1,4.318
-2.290e-01,-0.02,4.278
-2.280e-01,-0.02,4.318
-2.270e-01,-0.02,4.278
-2.260e-01,-0.02,4.278
-2.250e-01,-0.1,4.238
-2.240e-01,-0.1,4.198
-2.230e-01,-0.02,4.238
-2.220e-01,-0.02,4.238
-2.210e-01,-0.1,4.278
-2.200e-01,-0.1,4.278
-2.190e-01,-0.02,4.238
-2.180e-01,-0.1,4.198
-2.170e-01,-0.02,4.318
-2.160e-01,-0.02,4.198
-2.150e-01,-0.02,4.198
-2.140e-01,-0.02,4.198
-2.130e-01,-0.02,4.198
-2.120e-01,-0.02,4.118
-2.110e-01,-0.02,4.158
-2.100e-01,-0.1,4.118
-2.090e-01,-0.02,4.078
-2.080e-01,-0.1,4.118
-2.070e-01,-0.02,4.038
-2.060e-01,-0.02,4.078
-2.050e-01,-0.02,3.998
-2.040e-01,-0.02,3.998
-2.030e-01,-0.02,3.998
-2.020e-01,-0.18,4.078
-2.010e-01,-0.02,4.038
-2.000e-01,-0.02,3.918
-1.990e-01,-0.1,4.038
-1.980e-01,-0.02,3.918
-1.970e-01,-0.02,3.998
-1.960e-01,-0.18,3.918
-1.950e-01,-0.02,3.838
-1.940e-01,-0.02,3.798
-1.930e-01,-0.02,3.798
-1.920e-01,-0.02,3.838
-1.910e-01,-0.02,3.838
-1.900e-01,0.14,3.798
-1.890e-01,-0.02,3.758
-1.880e-01,0.06,3.718
-1.870e-01,-0.02,3.798
-1.860e-01,-0.02,3.798
-1.850e-01,-0.02,3.638
-1.840e-01,-0.1,3.678
-1.830e-01,-0.02,3.638
-1.820e-01,-0.02,3.678
-1.810e-01,-0.1,3.638
-1.800e-01,-0.1,3.638
-1.790e-01,-0.1,3.558
-1.780e-01,-0.02,3.518
-1.770e-01,-0.02,3.558
-1.760e-01,0.06,3.478
-1.750e-01,-0.02,3.518
-1.740e-01,-0.02,3.478
-1.730e-01,-0.18,3.438
-1.720e-01,-0.02,3.398
-1.710e-01,-0.02,3.358
-1.700e-01,-0.1,3.318
-1.690e-01,-0.02,3.318
-1.680e-01,-0.1,3.358
-1.670e-01,-0.02,3.358
-1.660e-01,-0.1,3.278
-1.650e-01,-0.02,3.198
-1.640e-01,-0.1,3.198
-1.630e-01,-0.1,3.238
-1.620e-01,-0.02,3.118
-1.610e-01,-0.18,3.198
-1.600e-01,-0.02,3.038
-1.590e-01,-0.02,3.118
-1.580e-01,-0.1,3.078
-1.570e-01,-0.02,2.998
-1.560e-01,-0.02,2.998
-1.550e-01,-0.02,2.958
-1.540e-01,-0.02,2.838
-1.530e-01,0.06,2.878
-1.520e-01,-0.02,2.918
-1.510e-01,-0.02,2.838
-1.500e-01,-0.02,2.878
-1.490e-01,-0.02,2.878
-1.480e-01,-0.02,2.758
-1.470e-01,-0.02,2.758
-1.460e-01,0.06,2.718
-1.450e-01,0.06,2.758
-1.440e-01,-0.02,2.718
-1.430e-01,-0.1,2.638
-1.420e-01,-0.02,2.558
-1.410e-01,-0.02,2.558
-1.400e-01,0.06,2.478
-1.390e-01,-0.1,2.558
-1.380e-01,-0.02,2.558
-1.370e-01,-0.02,2.558
-1.360e-01,-0.02,2.518
-1.350e-01,-0.02,2.438
-1.340e-01,0.06,2.398
-1.330e-01,-0.02,2.438
-1.320e-01,-0.02,2.398
-1.310e-01,-0.02,2.438
-1.300e-01,-0.02,2.358
-1.290e-01,-0.02,2.318
-1.280e-01,-0.02,2.278
-1.270e-01,-0.02,2.238
-1.260e-01,-0.1,2.318
-1.250e-01,-0.02,2.238
-1.240e-01,-0.02,2.278
-1.230e-01,-0.02,2.198
-1.220e-01,-0.02,2.118
-1.210e-01,-0.1,2.078
-1.200e-01,-0.1,1.998
-1.190e-01,-0.1,2.078
-1.180e-01,-0.02,2.038
-1.170e-01,-0.1,1.958
-1.160e-01,-0.1,1.958
-1.150e-01,-0.1,1.958
-1.140e-01,0.06,1.918
-1.130e-01,-0.1,1.958
-1.120e-01,-0.02,1.838
-1.110e-01,-0.02,1.838
-1.100e-01,-0.02,1.838
-1.090e-01,-0.02,1.678
-1.080e-01,-0.02,1.758
-1.070e-01,-0.02,1.758
-1.060e-01,-0.02,1.678
-1.050e-01,-0.1,1.678
-1.040e-01,-0.1,1.758
-1.030e-01,-0.1,1.638
-1.020e-01,-0.02,1.598
-1.010e-01,0.06,1.598
-1.000e-01,-0.02,1.598
-9.900e-02,-0.02,1.558
-9.800e-02,-0.02,1.518
-9.700e-02,-0.02,1.478
-9.600e-02,-0.02,1.558
-9.500e-02,-0.02,1.398
-9.400e-02,-0.1,1.478
-9.300e-02,-0.1,1.478
-9.200e-02,-0.1,1.438
-9.100e-02,-0.02,1.398
-9.000e-02,-0.02,1.438
-8.900e-02,-0.02,1.278
-8.800e-02,-0.02,1.318
-8.700e-02,-0.18,1.278
-8.600e-02,0.06,1.278
-8.500e-02,-0.02,1.278
-8.400e-02,-0.02,1.198
-8.300e-02,-0.02,1.238
-8.200e-02,-0.02,1.238
-8.100e-02,-0.02,1.198
-8.000e-02,-0.18,1.158
-7.900e-02,-0.02,1.158
-7.800e-02,-0.02,1.198
-7.700e-02,-0.18,1.118
-7.600e-02,-0.1,1.118
-7.500e-02,-0.02,1.078
-7.400e-02,-0.02,0.958
-7.300e-02,-0.1,1.078
-7.200e-02,-0.02,0.998
-7.100e-02,0.06,0.998
-7.000e-02,-0.1,0.958
-6.900e-02,-0.02,0.998
-6.800e-02,-0.1,0.998
-6.700e-02,-0.02,0.998
-6.600e-02,0.06,0.878
-6.500e-02,-0.02,0.878
-6.400e-02,-0.02,0.958
-6.300e-02,-0.1,0.878
-6.200e-02,-0.18,0.798
-6.100e-02,0.14,0.878
-6.000e-02,-0.02,0.878
-5.900e-02,0.06,0.798
-5.800e-02,-0.02,0.798
-5.700e-02,0.06,0.838
-5.600e-02,-0.1,0.878
-5.500e-02,-0.02,0.758
-5.400e-02,-0.02,0.718
-5.300e-02,0.14,0.798
-5.200e-02,-0.02,0.758
-5.100e-02,0.06,0.718
-5.000e-02,-0.02,0.758
-4.900e-02,-0.1,0.798
-4.800e-02,-0.02,0.838
-4.700e-02,-0.02,0.718
-4.600e-02,-0.02,0.798
-4.500e-02,-0.02,0.838
-4.400e-02,-0.02,0.718
-4.300e-02,0.06,0.718
-4.200e-02,-0.02,0.678
-4.100e-02,-0.02,0.798
-4.000e-02,-0.02,0.798
-3.900e-02,-0.02,0.678
-3.800e-02,-0.02,0.598
-3.700e-02,-0.1,0.758
-3.600e-02,-0.02,0.718
-3.500e-02,-0.02,0.718
-3.400e-02,-0.02,0.718
-3.300e-02,-0.02,0.718
-3.200e-02,-0.02,0.678
-3.100e-02,-0.1,0.718
-3.000e-02,-0.02,0.718
-2.900e-02,-0.1,0.718
-2.800e-02,-0.02,0.798
-2.700e-02,-0.1,0.678
-2.600e-02,-0.02,0.718
-2.500e-02,-0.02,0.718
-2.400e-02,-0.02,0.758
-2.300e-02,0.06,0.718
-2.200e-02,-0.02,0.718
-2.100e-02,0.06,0.758
-2.000e-02,-0.02,0.718
-1.900e-02,-0.02,0.838
-1.800e-02,-0.02,0.718
-1.700e-02,-0.02,0.678
-1.600e-02,-0.02,0.758
-1.500e-02,-0.02,0.798
-1.400e-02,-0.02,0.718
-1.300e-02,-0.02,0.758
-1.200e-02,0.06,0.798
-1.100e-02,-0.02,0.798
-1.000e-02,-0.02,0.838
-9.000e-03,-0.1,0.838
-8.000e-03,-0.02,0.878
-7.000e-03,-0.1,0.798
-6.000e-03,-0.02,0.878
-5.000e-03,-0.1,0.918
-4.000e-03,-0.02,0.878
-3.000e-03,-0.1,0.918
-2.000e-03,-0.02,0.878
-1.000e-03,-0.02,0.998
4.372e-16,-0.02,0.878
1.000e-03,-0.02,0.958
2.000e-03,-0.02,0.878
3.000e-03,-0.1,0.998
4.000e-03,-0.02,0.958
5.000e-03,-0.02,0.958
6.000e-03,0.06,0.998
7.000e-03,-0.02,1.038
8.000e-03,-0.1,1.078
9.000e-03,-0.02,1.118
1.000e-02,-0.02,1.078
1.100e-02,-0.02,1.078
1.200e-02,-0.02,1.078
1.300e-02,-0.02,1.158
1.400e-02,0.06,1.158
1.500e-02,-0.02,1.318
1.600e-02,-0.02,1.158
1.700e-02,-0.1,1.278
1.800e-02,-0.02,1.238
1.900e-02,-0.02,1.238
2.000e-02,-0.02,1.238
2.100e-02,-0.02,1.278
2.200e-02,-0.02,1.278
2.300e-02,-0.02,1.318
2.400e-02,-0.02,1.278
2.500e-02,-0.1,1.358
2.600e-02,-0.02,1.318
2.700e-02,-0.02,1.398
2.800e-02,-0.02,1.358
2.900e-02,-0.1,1.438
3.000e-02,-0.02,1.478
3.100e-02,-0.18,1.478
3.200e-02,0.06,1.518
3.300e-02,-0.02,1.478
3.400e-02,-0.02,1.558
3.500e-02,-0.02,1.598
3.600e-02,-0.02,1.638
3.700e-02,-0.1,1.598
3.800e-02,-0.18,1.638
3.900e-02,-0.1,1.638
4.000e-02,-0.02,1.678
4.100e-02,-0.1,1.758
4.200e-02,-0.02,1.718
4.300e-02,-0.1,1.798
4.400e-02,-0.02,1.798
4.500e-02,-0.02,1.798
4.600e-02,-0.02,1.798
4.700e-02,-0.02,1.878
4.800e-02,-0.02,1.918
4.900e-02,0.22,1.918
5.000e-02,-0.02,1.918
5.100e-02,-0.1,1.918
5.200e-02,-0.02,1.958
5.300e-02,-0.1,2.118
5.400e-02,0.06,2.078
5.500e-02,-0.02,2.078
5.600e-02,-0.02,2.118
5.700e-02,-0.02,2.118
5.800e-02,-0.02,2.198
5.900e-02,-0.1,2.238
6.000e-02,0.06,2.238
6.100e-02,-0.02,2.238
6.200e-02,-0.02,2.318
6.300e-02,-0.02,2.318
6.400e-02,4.46,2.278
6.500e-02,4.62,2.358
6.600e-02,4.7,2.398
6.700e-02,4.54,2.438
6.800e-02,4.78,2.398
6.900e-02,4.7,2.438
7.000e-02,4.86,2.518
7.100e-02,4.62,2.518
7.200e-02,4.7,2.558
7.300e-02,4.7,2.518
7.400e-02,4.62,2.558
7.500e-02,4.62,2.598
7.600e-02,4.78,2.678
7.700e-02,4.78,2.638
7.800e-02,4.7,2.718
7.900e-02,4.78,2.718
8.000e-02,4.7,2.638
8.100e-02,4.62,2.758
8.200e-02,4.78,2.798
8.300e-02,4.7,2.798
8.400e-02,4.62,2.718
8.500e-02,4.62,2.878
8.600e-02,4.7,2.918
8.700e-02,4.7,2.918
8.800e-02,4.78,2.918
8.900e-02,-0.02,2.878
9.000e-02,0.06,2.878
9.100e-02,-0.02,2.998
9.200e-02,-0.02,3.078
9.300e-02,-0.02,3.118
9.400e-02,-0.02,3.078
9.500e-02,-0.1,3.078
9.600e-02,-0.02,3.078
9.700e-02,0.06,3.158
9.800e-02,-0.02,3.158
9.900e-02,-0.02,3.278
1.000e-01,-0.02,3.278
1.010e-01,-0.02,3.318
1.020e-01,-0.02,3.318
1.030e-01,-0.02,3.198
1.040e-01,-0.02,3.358
1.050e-01,-0.02,3.358
1.060e-01,-0.02,3.398
1.070e-01,-0.1,3.438
1.080e-01,-0.1,3.438
1.090e-01,0.06,3.438
1.100e-01,-0.02,3.438
1.110e-01,-0.02,3.478
1.120e-01,0.06,3.518
1.130e-01,-0.1,3.518
1.140e-01,0.06,3.638
1.150e-01,-0.02,3.678
1.160e-01,-0.02,3.638
1.170e-01,-0.02,3.638
1.180e-01,-0.1,3.598
1.190e-01,-0.02,3.558
1.200e-01,-0.02,3.718
1.210e-01,-0.02,3.718
1.220e-01,-0.02,3.718
1.230e-01,-0.02,3.798
1.240e-01,-0.02,3.718
1.250e-01,-0.02,3.878
1.260e-01,-0.02,3.798
1.270e-01,-0.02,3.798
1.280e-01,0.06,3.878
1.290e-01,-0.02,3.878
1.300e-01,-0.02,3.878
1.310e-01,-0.02,3.838
1.320e-01,-0.02,3.918
1.330e-01,-0.02,3.958
1.340e-01,-0.02,3.918
1.350e-01,-0.1,3.998
1.360e-01,-0.02,3.998
1.370e-01,-0.02,4.118
1.380e-01,-0.02,3.918
1.390e-01,0.06,4.078
1.400e-01,-0.18,4.078
1.410e-01,-0.02,4.118
1.420e-01,-0.02,4.038
1.430e-01,-0.18,4.078
1.440e-01,-0.1,4.038
1.450e-01,0.06,4.238
1.460e-01,0.06,4.158
1.470e-01,-0.02,4.158
1.480e-01,-0.02,4.198
1.490e-01,0.06,4.118
1.500e-01,-0.1,4.078
1.510e-01,-0.02,4.198
1.520e-01,-0.18,4.198
1.530e-01,-0.02,4.238
1.540e-01,-0.02,4.238
1.550e-01,-0.02,4.238
1.560e-01,-0.02,4.198
1.570e-01,-0.1,4.198
1.580e-01,-0.02,4.278
1.590e-01,-0.02,4.358
1.600e-01,-0.1,4.318
1.610e-01,-0.02,4.158
1.620e-01,0.06,4.318
1.630e-01,-0.02,4.318
1.640e-01,-0.02,4.278
1.650e-01,-0.02,4.238
1.660e-01,-0.02,4.318
1.670e-01,-0.1,4.358
1.680e-01,-0.1,4.318
1.690e-01,0.06,4.318
1.700e-01,0.14,4.358
1.710e-01,-0.02,4.278
1.720e-01,-0.02,4.358
1.730e-01,-0.02,4.358
1.740e-01,0.06,4.398
1.750e-01,0.06,4.358
1.760e-01,-0.02,4.278
1.770e-01,-0.1,4.318
1.780e-01,-0.02,4.358
1.790e-01,-0.02,4.318
1.800e-01,-0.02,4.278
1.810e-01,-0.02,4.318
1.820e-01,-0.1,4.358
1.830e-01,-0.02,4.318
1.840e-01,-0.02,4.358
1.850e-01,-0.02,4.358
1.860e-01,0.06,4.358
1.870e-01,-0.1,4.278
1.880e-01,-0.1,4.278
1.890e-01,-0.02,4.358
1.900e-01,-0.02,4.318
1.910e-01,-0.02,4.238
1.920e-01,-0.02,4.238
1.930e-01,0.14,4.318
1.940e-01,-0.1,4.198
1.950e-01,-0.02,4.238
1.960e-01,-0.02,4.198
1.970e-01,0.06,4.198
1.980e-01,-0.02,4.238
1.990e-01,-0.02,4.198
2.000e-01,-0.02,4.238
2.010e-01,-0.02,4.198
2.020e-01,-0.02,4.198
2.030e-01,-0.1,4.118
2.040e-01,-0.02,4.198
2.050e-01,-0.1,4.198
2.060e-01,-0.1,4.158
2.070e-01,-0.02,4.078
2.080e-01,-0.02,4.118
2.090e-01,-0.02,4.078
2.100e-01,-0.02,4.078
2.110e-01,-0.1,4.118
2.120e-01,-0.02,4.118
2.130e-01,-0.18,4.158
2.140e-01,0.06,4.038
2.150e-01,-0.02,3.958
2.160e-01,-0.02,4.038
2.170e-01,-0.02,3.958
2.180e-01,-0.1,3.998
2.190e-01,0.06,3.958
2.200e-01,-0.02,3.958
2.210e-01,-0.02,3.958
2.220e-01,-0.02,3.998
2.230e-01,0.06,3.878
2.240e-01,-0.02,3.918
2.250e-01,-0.02,3.798
2.260e-01,-0.02,3.878
2.270e-01,-0.02,3.918
2.280e-01,-0.02,3.758
2.290e-01,-0.02,3.718
2.300e-01,0.06,3.798
2.310e-01,-0.02,3.758
2.320e-01,-0.02,3.718
2.330e-01,-0.1,3.798
2.340e-01,-0.02,3.718
2.350e-01,-0.1,3.678
2.360e-01,-0.02,3.638
2.370e-01,-0.02,3.638
2.380e-01,-0.02,3.558
2.390e-01,-0.02,3.598
2.400e-01,0.22,3.438
2.410e-01,0.06,3.558
2.420e-01,-0.02,3.558
2.430e-01,-0.02,3.558
2.440e-01,-0.02,3.438
2.450e-01,-0.02,3.398
2.460e-01,-0.02,3.398
2.470e-01,-0.02,3.358
2.480e-01,-0.02,3.318
2.490e-01,-0.02,3.318
2.500e-01,-0.02,3.238
2.510e-01,-0.02,3.278
2.520e-01,0.06,3.238
2.530e-01,0.06,3.238
2.540e-01,-0.02,3.198
2.550e-01,-0.02,3.198
2.560e-01,0.14,3.118
2.570e-01,-0.1,3.038
2.580e-01,-0.02,3.118
2.590e-01,-0.02,3.078
2.600e-01,-0.02,3.118
2.610e-01,-0.02,2.998
2.620e-01,-0.02,3.038
2.630e-01,-0.02,3.038
2.640e-01,-0.02,2.958
2.650e-01,-0.02,2.918
2.660e-01,-0.02,2.838
2.670e-01,-0.02,2.838
2.680e-01,-0.02,2.838
2.690e-01,0.06,2.798
2.700e-01,-0.02,2.758
2.710e-01,-0.1,2.718
2.720e-01,-0.1,2.758
2.730e-01,-0.02,2.758
2.740e-01,-0.02,2.638
2.750e-01,-0.02,2.678
2.760e-01,-0.1,2.638
2.770e-01,-0.02,2.558
2.780e-01,-0.02,2.558
2.790e-01,-0.02,2.558
2.800e-01,-0.02,2.478
2.810e-01,-0.1,2.558
2.820e-01,-0.02,2.478
2.830e-01,-0.02,2.398
2.840e-01,-0.02,2.478
2.850e-01,-0.02,2.438
2.860e-01,-0.02,2.398
2.870e-01,-0.02,2.318
2.880e-01,-0.02,2.358
2.890e-01,-0.1,2.318
2.900e-01,-0.18,2.318
2.910e-01,-0.02,2.278
2.920e-01,-0.02,2.158
2.930e-01,-0.1,2.198
2.940e-01,-0.1,2.158
2.950e-01,-0.02,2.118
2.960e-01,-0.1,2.118
2.970e-01,-0.1,2.078
2.980e-01,-0.1,2.078
2.990e-01,-0.02,2.118
3.000e-01,-0.02,1.998
3.010e-01,-0.02,2.038
3.020e-01,-0.1,2.038
3.030e-01,-0.02,1.918
3.040e-01,-0.02,1.958
3.050e-01,-0.02,1.958
3.060e-01,-0.02,1.918
3.070e-01,-0.1,1.798
3.080e-01,-0.02,1.798
3.090e-01,-0.02,1.838
3.100e-01,-0.02,1.718
3.110e-01,-0.02,1.718
3.120e-01,-0.02,1.758
3.130e-01,-0.02,1.678
3.140e-01,-0.02,1.638
3.150e-01,-0.02,1.718
3.160e-01,-0.02,1.598
3.170e-01,0.06,1.598
3.180e-01,-0.02,1.558
3.190e-01,-0.02,1.558
3.200e-01,-0.02,1.598
3.210e-01,-0.02,1.558
3.220e-01,-0.02,1.438
3.230e-01,-0.1,1.438
3.240e-01,-0.02,1.438
3.250e-01,0.06,1.358
3.260e-01,-0.02,1.438
3.270e-01,-0.02,1.358
3.280e-01,-0.02,1.278
3.290e-01,-0.02,1.318
